Common Name,Scientific Name,Status,State,Taxon Key
Clover Valley speckled dace,Rhinichthys osculus oligoporus,Endangered,All,2359791
Clubshell,Pleurobema clava,Endangered,All,2288099
Coachella Valley fringe-toed lizard,Uma inornata,Threatened,All,2451133
Coachella Valley milk-vetch,Astragalus lentiginosus var. coachellae,Endangered,All,5344873
Coastal California gnatcatcher,Polioptila californica californica,Threatened,All,7596905
Coastal dunes milk-vetch,Astragalus tener var. titi,Endangered,All,5344523
Cobana negra,Stahlia monosperma,Threatened,All,9471573
Cochise pincushion cactus,Coryphantha robbinsorum,Threatened,All,3942438
Cochito,Phocoena sinus,Endangered,All,2440665
Coffin Cave mold beetle,Batrisodes texanus,Endangered,All,1041272
Coho salmon,Oncorhynchus (=Salmo) kisutch,Threatened,All,5204034
Coho salmon,Oncorhynchus (=Salmo) kisutch,Threatened,All,5204034
Coho salmon,Oncorhynchus (=Salmo) kisutch,Threatened,All,5204034
Coho salmon,Oncorhynchus (=Salmo) kisutch,Endangered,All,5204034
Cokendolpher Cave Harvestman,Texella cokendolpheri,Endangered,All,6908614
Colorado pikeminnow,Ptychocheilus lucius,Endangered,All,5205692
Columbian white-tailed deer,Odocoileus virginianus leucurus,Threatened,All,6165150
Colusa grass,Neostapfia colusana,Threatened,All,2705471
Comal Springs dryopid beetle,Stygoparnus comalensis,Endangered,All,1033454
Comal Springs riffle beetle,Heterelmis comalensis,Endangered,All,1033532
Comanche Springs pupfish,Cyprinodon elegans,Endangered,All,2347912
Common Guitarfish,Rhinobatos rhinobatos,Threatened,All,2419005
Conasauga logperch,Percina jenkinsi,Endangered,All,2382077
Conejo dudleya,Dudleya abramsii ssp. parva,Threatened,All,4198191
Congo dwarf crocodile,Osteolaemus tetraspis osborni,Endangered,All,11173057
Conservancy fairy shrimp,Branchinecta conservatio,Endangered,All,
Contra Costa goldfields,Lasthenia conjugens,Endangered,All,3144243
Contra Costa wallflower,Erysimum capitatum var. angustatum,Endangered,All,7068679
Cook's holly,Ilex cookii,Endangered,All,5414265
Cook's lomatium,Lomatium cookii,Endangered,All,
Cooley's meadowrue,Thalictrum cooleyi,Endangered,All,
Cooley's water-willow,Justicia cooleyi,Endangered,All,3771277
Coosa moccasinshell,Medionidus parvulus,Endangered,All,2287912
Copperbelly water snake,Nerodia erythrogaster neglecta,Threatened,All,5223362
Corsican red deer,Cervus elaphus corsicanus,Endangered,All,4262370
Corsican swallowtail butterfly,Papilio hospiton,Endangered,All,1938050
Costa Rican jatropha,Jatropha costaricensis,Endangered,All,3072745
Costa Rican puma,Puma (=Felis) concolor costaricensis,Endangered,All,6164624
Cotton-top tamarin,Saguinus oedipus,Endangered,All,2436469
Coyote ceanothus,Ceanothus ferrisae,Endangered,All,3039371
Cracking pearlymussel,Hemistena lata,Endangered,All,2287900
Crenulate lead-plant,Amorpha crenulata,Endangered,All,5357368
Crescent nail-tailed wallaby,Onychogalea lunata,Endangered,All,2440153
Crested caracara (Audubon's) [FL DPS],Caracara plancus audubonii,Threatened,All,8991514
Crimson Hawaiian damselfly,Megalagrion leptodemas,Endangered,All,1422096
Cuatro Cienegas softshell turtle,Trionyx ater,Endangered,All,2442680
Cuba hook-billed kite,Chondrohierax uncinatus wilsonii,Endangered,All,5788514
Cuban crocodile,Crocodylus rhombifer,Endangered,All,2441322
Cuban ground iguana,Cyclura nubila nubila,Threatened,All,7190280
Cuban solenodon,Solenodon cubanus,Endangered,All,5219469
Cuba sandhill crane,Grus canadensis nesiotes,Endangered,All,6176786
Cui-ui,Chasmistes cujus,Endangered,All,2359093
Culebra Island giant anole,Anolis roosevelti,Endangered,All,2467442
Cumberland bean (pearlymussel),Villosa trabalis,Endangered,All,9420328
Cumberland darter,Etheostoma susanae,Endangered,All,2382315
Cumberland elktoe,Alasmidonta atropurpurea,Endangered,All,2287888
Cumberlandian combshell,Epioblasma brevidens,Endangered,All,2288227
Cumberland monkeyface (pearlymussel),Theliderma intermedia,Endangered,All,5782386
Cumberland pigtoe,Pleuronaia gibber,Endangered,All,9410624
Cumberland rosemary,Conradina verticillata,Threatened,All,2927103
Curtis Pearlymussel,Epioblasma curtisii,Endangered,All,9376033
Cushenbury buckwheat,Eriogonum ovalifolium var. vineum,Endangered,All,8184835
Cushenbury milk-vetch,Astragalus albens,Endangered,All,5345434
Cushenbury oxytheca,Oxytheca parishii var. goodmaniana,Endangered,All,4037560
Cylindrical lioplax (snail),Lioplax cyclostomaformis,Endangered,All,9651920
Daggernose Shark,Isogomphodon oxyrhynchus,Endangered,All,2418200
Dakota Skipper,Hesperia dacotae,Threatened,All,5142293
Dama gazelle,Gazella dama,Endangered,All,4262713
Dappled mountain robin,Arcanator orostruthus,Threatened,All,2493189
Dark pigtoe,Pleurobema furvum,Endangered,All,2288098
Davis' green pitaya,Echinocereus viridiflorus var. davisii,Endangered,All,3953494
Day gecko,Phelsuma edwardnewtoni,Endangered,All,2447495
DeBeque phacelia,Phacelia submutica,Threatened,All,3611840
Decurrent false aster,Boltonia decurrens,Threatened,All,5393595
Delhi Sands flower-loving fly,Rhaphiomidas terminatus abdominalis,Endangered,All,1591138
Del Mar manzanita,Arctostaphylos glandulosa subsp. crassifolia,Endangered,All,6399571
Delta green ground beetle,Elaphrus viridis,Threatened,All,1035540
Delta smelt,Hypomesus transpacificus,Threatened,All,2410879
Deltoid spurge,Chamaesyce deltoidea ssp. deltoidea,Endangered,All,7066870
Desert bandicoot,Perameles eremiana,Endangered,All,5219456
Desert dace,Eremichthys acros,Threatened,All,2362069
Desert monitor,Varanus griseus,Endangered,All,9628941
Desert (=plain) rat-kangaroo,Caloprymnus campestris,Endangered,All,2440028
Desert pupfish,Cyprinodon macularius,Endangered,All,2347892
Desert slender salamander,Batrachoseps aridus,Endangered,All,2431763
Desert tortoise,Gopherus agassizii,Threatened,All,2441814
Desert yellowhead,Yermo xanthocephalus,Threatened,All,3140120
Devils Hole pupfish,Cyprinodon diabolis,Endangered,All,2347934
Devils River minnow,Dionda diaboli,Threatened,All,2365630
Dhole,Cuon alpinus,Endangered,All,2434317
Diamond Darter,Crystallaria cincotta,Endangered,All,2382194
Diamond Head schiedea,Schiedea adamantis,Endangered,All,5384427
Diamond Tryonia,Pseudotryonia adamantina,Endangered,All,5784324
Diana monkey,Cercopithecus diana,Endangered,All,5219576
Dibbler,Antechinus apicalis,Endangered,All,2435446
Diminutive Amphipod,Gammarus hyalleloides,Endangered,All,
Dixie Valley Toad,Anaxyrus williamsi,Endangered,All,10897495
Djibouti francolin,Francolinus ochropectus,Endangered,All,2473859
Dolphin and Union caribou,Rangifer tarandus groenlandicus x pearyi,Endangered,All,5220114
Douc langur,Pygathrix nemaeus,Endangered,All,2436529
Drill,Mandrillus (=Papio) leucophaeus,Endangered,All,5219557
Dromedary pearlymussel,Dromus dromas,Endangered,All,5189349
Dudley Bluffs bladderpod,Lesquerella congesta,Threatened,All,3049042
Dudley Bluffs twinpod,Physaria obcordata,Threatened,All,3049170
Dugong,Dugong dugon,Endangered,All,9729967
dusky gopher frog,Rana sevosa,Endangered,All,2427168
Dusky sea snake,Aipysurus fuscus,Endangered,All,2450136
Duskytail darter,Etheostoma percnurum,Endangered,All,2382252
Dwarf Bear-poppy,Arctomecon humilis,Endangered,All,2888377
Dwarf hutia,Capromys nana,Endangered,All,
Dwarf iliau,Wilkesia hobdyi,Endangered,All,3151340
Dwarf lake iris,Iris lacustris,Threatened,All,5298482
Dwarf naupaka,Scaevola coriacea,Endangered,All,5407598
Dwarf sawfish,Pristis clavata,Endangered,All,5216282
Dwarf wedgemussel,Alasmidonta heterodon,Endangered,All,2287885
Eastern Black rail,Laterallus jamaicensis jamaicensis,Threatened,All,7191378
Eastern Hellbender,Cryptobranchus alleganiensis alleganiensis,Endangered,All,2432031
Eastern indigo snake,Drymarchon couperi,Threatened,All,2452317
Eastern jerboa marsupial,Antechinomys laniger,Endangered,All,2435419
Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Threatened,All,9223124
Eastern native-cat,Dasyurus viverrinus,Endangered,All,2435357
Eastern prairie fringed orchid,Platanthera leucophaea,Threatened,All,2798308
Easy yellow-faced bee,Hylaeus facilis,Endangered,All,1350004
Edward's pheasant,Lophura edwardsi,Endangered,All,5227960
Egyptian Tortoise,Testudo kleinmanni,Threatened,All,2441511
Eiao Marquesas reed-Warbler,Acrocephalus percernis aquilonis,Endangered,All,8100143
El Dorado bedstraw,Galium californicum ssp. sierrae,Endangered,All,2914292
Eld's brow-antlered Deer,Cervus eldi,Endangered,All,
Elfin tree fern,Cyathea dryopteroides,Endangered,All,5274900
Elfin-woods warbler,Setophaga angelae,Threatened,All,6093389
Elkhorn coral,Acropora palmata,Threatened,All,5184657
Elliot's pheasant,Syrmaticus ellioti,Endangered,All,2473483
El Segundo blue butterfly,Euphilotes battoides allyni,Endangered,All,4300234
emperor penguin,Aptenodytes forsteri,Threatened,All,2481661
`Ena`ena,Pseudognaphalium sandwicensium var. molokaiense,Endangered,All,4273520
Encinitas baccharis,Baccharis vanessae,Threatened,All,3129531
erect-crested penguin,Eudyptes sclateri,Threatened,All,2481642
Erubia,Solanum drymophilum,Endangered,All,2931649
Eskimo curlew,Numenius borealis,Endangered,All,2481783
Esmeraldas woodstar,Chaetocercus berlepschi,Endangered,All,5228578
Etonia rosemary,Conradina etonia,Endangered,All,9468070
Etowah darter,Etheostoma etowahae,Endangered,All,2382237
Eulachon,Thaleichthys pacificus,Threatened,All,2410903
Euler's flycatcher,Empidonax euleri johnstonei,Endangered,All,6174537
Eurasian peregrine falcon,Falco peregrinus peregrinus,Endangered,All,8873117
Eureka Dune grass,Swallenia alexandrae,Threatened,All,2702720
European sturgeon,Acipenser sturio,Endangered,All,2402203
Everglades bully,Sideroxylon reclinatum ssp. austrofloridense,Threatened,All,2886840
Everglade snail kite,Rostrhamus sociabilis plumbeus,Endangered,All,6178076
Exuma Island iguana,Cyclura cychlura figginsi,Threatened,All,5224644
Eyrean grasswren (flycatcher),Amytornis goyderi,Endangered,All,2487554
Fadang,Cycas micronesica,Threatened,All,2683207
false killer whale,Pseudorca crassidens,Endangered,All,2440440
false spike,Fusconaia mitchelli,Endangered,All,5782264
False water rat,Xeromys myoides,Endangered,All,2439284
Fanshell,Cyprogenia stegaria,Endangered,All,5189381
Fassett's locoweed,Oxytropis campestris var. chartacea,Threatened,All,5361546
Fat pocketbook,Potamilus capax,Endangered,All,2287988
Fat threeridge (mussel),Amblema neislerii,Endangered,All,2287971
Fea's muntjac,Muntiacus feae,Endangered,All,2440944
Fender's blue butterfly,Icaricia icarioides fenderi,Threatened,All,1932056
Few-flowered navarretia,Navarretia leucocephala ssp. pauciflora (=N. pauciflora),Endangered,All,4056684
Fickeisen plains cactus,Pediocactus peeblesianus ssp. fickeiseniae,Endangered,All,6708967
Field's mouse,Pseudomys fieldi,Endangered,All,5219794
Fiji banded iguana,Brachylophus fasciatus,Endangered,All,5224625
Fiji crested iguana,Brachylophus vitiensis,Endangered,All,5224624
Fiji petrel,Pseudobulweria macgillivrayi,Endangered,All,2481503
Finback whale,Balaenoptera physalus,Endangered,All,2440718
Finelined pocketbook,Hamiota altilis,Threatened,All,5782464
Finerayed pigtoe,Fusconaia cuneolus,Endangered,All,2288182
fiordland crested penguin,Eudyptes pachyrhynchus,Threatened,All,2481634
Fisher,Pekania pennanti,Endangered,All,8631083
Fish Slough milk-vetch,Astragalus lentiginosus var. piscinensis,Threatened,All,5344879
Flat-headed cat,Prionailurus (=Felis) planiceps,Endangered,All,2434917
Flat pebblesnail,Lepyrium showalteri,Endangered,All,
Flat-spired three-toothed Snail,Triodopsis platysayoides,Threatened,All,2295723
Flattened musk turtle,Sternotherus depressus,Threatened,All,5220391
Fleshy-fruit gladecress,Leavenworthia crassa,Endangered,All,3047237
Fleshy owl's-clover,Castilleja campestris ssp. succulenta,Threatened,All,6440153
Floreana tree-Finch,Camarhynchus pauper,Endangered,All,2491674
Florida bonamia,Bonamia grandiflora,Threatened,All,5341698
Florida bonneted bat,Eumops floridanus,Endangered,All,5787307
Florida brickell-bush,Brickellia mosieri,Endangered,All,5698203
Florida bristle fern,Trichomanes punctatum ssp. floridanum,Endangered,All,8380229
Florida grasshopper sparrow,Ammodramus savannarum floridanus,Endangered,All,6173487
Florida Keys mole skink,Plestiodon egregius egregius,Endangered,All,9019218
Florida leafwing Butterfly,Anaea troglodyta floridalis,Endangered,All,4299839
Florida panther,Puma (=Felis) concolor coryi,Endangered,All,6164590
Florida perforate cladonia,Cladonia perforata,Endangered,All,3391108
Florida pineland crabgrass,Digitaria pauciflora,Threatened,All,5289978
Florida prairie-clover,Dalea carthagenensis floridana,Endangered,All,10860043
Florida salt marsh vole,Microtus pennsylvanicus dukecampbelli,Endangered,All,2438655
Florida scrub-jay,Aphelocoma coerulescens,Threatened,All,2482400
Florida semaphore Cactus,Consolea corallicola,Endangered,All,3084346
Florida skullcap,Scutellaria floridana,Threatened,All,5341377
Florida torreya,Torreya taxifolia,Endangered,All,5284481
Florida ziziphus,Ziziphus celata,Endangered,All,9152134
Fluminense swallowtail butterfly,Parides ascanius,Endangered,All,1937161
Fluted kidneyshell,Ptychobranchus subtentus,Endangered,All,7432362
Flying earwig Hawaiian damselfly,Megalagrion nesiotes,Endangered,All,1422082
Foothill yellow-legged frog,Rana boylii,Threatened,All,2426814
Foothill yellow-legged frog,Rana boylii,Endangered,All,2426814
Foothill yellow-legged frog,Rana boylii,Threatened,All,2426814
Foothill yellow-legged frog,Rana boylii,Endangered,All,2426814
Forbes' parakeet,Cyanoramphus auriceps forbesi,Endangered,All,5229107
Formosan rock macaque,Macaca cyclopis,Threatened,All,2436615
Formosan sika deer,Cervus nippon taiouanus,Endangered,All,4262362
Formosan yellow-throated marten,Martes flavigula chrysospila,Endangered,All,5218846
Fosberg's love grass,Eragrostis fosbergii,Endangered,All,2705390
Fountain darter,Etheostoma fonticola,Endangered,All,2382361
Fountain thistle,Cirsium fontinale var. fontinale,Endangered,All,7066663
Four-petal pawpaw,Asimina tetramera,Endangered,All,3158032
Fragile tree snail,Samoana fragilis,Endangered,All,5783090
Fragrant prickly-apple,Cereus eriophorus var. fragrans,Endangered,All,11218700
Franciscan manzanita,Arctostaphylos franciscana,Endangered,All,4168664
Francois' langur,Trachypithecus (=Presbytis) francoisi,Endangered,All,2436539
Franklin's bumble bee,Bombus franklini,Endangered,All,1340443
Frecklebelly madtom,Noturus munitus,Threatened,All,2341015
Freira,Pterodroma madeira,Endangered,All,2481463
Fresno kangaroo rat,Dipodomys nitratoides exilis,Endangered,All,6163517
Friendly Ground-Dove,Gallicolumba stairi,Endangered,All,10891839
Fringe-backed fire-eye,Pyriglena atra,Endangered,All,2490067
Fringed campion,Silene polypetala,Endangered,All,5384810
Fringed Ornamental Tarantula,Poecilotheria ornata,Endangered,All,2154240
Frosted Flatwoods salamander,Ambystoma cingulatum,Threatened,All,2432011
Furbish lousewort,Pedicularis furbishiae,Threatened,All,3171686
Fuzzy pigtoe,Pleurobema strodeanum,Threatened,All,2288076
Gaimard's rat-kangaroo,Bettongia gaimardi,Endangered,All,2440025
Galapagos hawk,Buteo galapagoensis,Endangered,All,2480569
Galapagos penguin,Spheniscus mendiculus,Endangered,All,5229383
Galapagos petrel,Pterodroma phaeopygia,Threatened,All,2481460
Galapagos tortoise,Geochelone nigra (=elephantopus),Endangered,All,9527499
Gambel's watercress,Rorippa gambellii,Endangered,All,5375449
Garber's spurge,Chamaesyce garberi,Threatened,All,3069538
Garrett's mint,Dicerandra christmanii,Endangered,All,6069457
Gavial,Gavialis gangeticus,Endangered,All,2441360
Gaviota Tarplant,Deinandra increscens ssp. villosa,Endangered,All,4239180
Gelada baboon,Theropithecus gelada,Threatened,All,2436553
Gentian pinkroot,Spigelia gentianoides,Endangered,All,5414392
Gentner's fritillary,Fritillaria gentneri,Endangered,All,5300355
Geometric turtle,Psammobates geometricus,Endangered,All,2441749
Georgetown Salamander,Eurycea naufragia,Threatened,All,5218360
Georgia pigtoe,Pleurobema hanleyianum,Endangered,All,2288084
Georgia rockcress,Arabis georgiana,Threatened,All,5375138
Giant armadillo,Priodontes maximus,Endangered,All,5220096
Giant garter snake,Thamnophis gigas,Threatened,All,2457491
Giant ibis,Pseudibis gigantea,Endangered,All,2480779
Giant kangaroo rat,Dipodomys ingens,Endangered,All,2439550
Giant Manta Ray,Manta birostris,Threatened,All,9765493
Giant otter,Pteronura brasiliensis,Endangered,All,2433681
Giant panda,Ailuropoda melanoleuca,Endangered,All,2433399
Giant sable antelope,Hippotragus niger variani,Endangered,All,4262741
Giant scops owl,Mimizuku (=Otus) gurneyi,Endangered,All,5232357
Gibbons,Hylobates spp. (including Nomascus),Endangered,All,
Gierisch mallow,Sphaeralcea gierischii,Endangered,All,3938685
Gila chub,Gila intermedia,Endangered,All,2360136
Gila topminnow (incl. Yaqui),Poeciliopsis occidentalis,Endangered,All,2350470
Gila trout,Oncorhynchus gilae,Threatened,All,5204032
Glaucous macaw,Anodorhynchus glaucus,Endangered,All,2479360
Godfrey's butterwort,Pinguicula ionantha,Threatened,All,5415068
