County,Scientific Name,Common Name,Status,Category,Date,Count
Grundy,Circus hudsonius,Northern Harrier,LE,Birds,4/16/2021,2
Grundy,Dendrolycopodium hickeyi,Hickey's groundpine,LE,Clubmosses,7/14/2025,1
Grundy,Rallus elegans,King Rail,LE,Birds,6/19/2018,1
Grundy,Cambarunio iris,Rainbow,LE,Freshwater Mussels,10/1/2025,2
Hamilton,Myotis sodalis,Indiana Bat,LE,Mammals,8/4/2017,1
Hamilton,Juglans cinerea,Butternut,LE,Dicots,2020,1
Hamilton,Styrax americanus,Storax,LT,Dicots,5/22/2022,3
Hamilton,Carex intumescens,Swollen Sedge,LT,Monocots,5/2/2022,2
Hamilton,Circus hudsonius,Northern Harrier,LE,Birds,1/30/2014,1
Hancock,Bartramia longicauda,Upland Sandpiper,LE,Birds,6/14/2016,2
Hancock,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,6/10/1989,1
Hancock,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",4/11/2024,1
Hancock,Crystallaria asprella,Crystal Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",1877,1
Hancock,Myotis sodalis,Indiana Bat,LE,Mammals,6/2/2025,8
Hancock,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,6/13/2015,1
Hancock,Apalone mutica,Smooth Softshell,LT,Turtles,10/10/2024,1
Hancock,Crotalus horridus,Timber Rattlesnake,LT,Reptiles,1994-07,1
Hancock,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,9/22/2005,3
Hancock,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,7/21/2023,6
Hancock,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,6/15/1995,1
Hancock,Plethobasus cyphyus,Sheepnose,LE,Freshwater Mussels,10/17/1992,2
Hancock,Pleurobema cordatum,Ohio Pigtoe,LE,Freshwater Mussels,9/4/2014,1
Hancock,Asclepias meadii,Mead's Milkweed,LE,Dicots,2010,1
Hancock,Agalinis skinneriana,Pale False Foxglove,LT,Dicots,10/2/2024,1
Hancock,Tradescantia bracteata,Prairie Spiderwort,LE,Monocots,5/2/2017,1
Hancock,Carex prasina,Drooping Sedge,LT,Monocots,8/4/2017,1
Hancock,Melanthium virginicum,Virginia Bunchflower,LE,Monocots,7/17/2025,4
Hancock,Platanthera leucophaea,Eastern Prairie Fringed Orchid,LE,Monocots,6/18/2001,2
Hancock,Fundulus diaphanus menona,Western Banded Killifish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2017-2020,1
Hancock,Necturus maculosus,Mudpuppy,LT,Amphibians,8/29/1916,1
Hancock,Protandrena bancrofti,Mining Bee,LT,Other Bees,2010,1
Hancock,Nomia nortoni,Norton's Nomia,LT,Sweat Bees (in part),9/3/2017,1
Hancock,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,7/21/2023,3
Hancock,Dieunomia nevadensis bakeri,Baker�s Nomia,LT,Sweat Bees (in part),8/12/2022,1
Hardin,Cryptobranchus alleganiensis,Hellbender,LE,Amphibians,1956-06,1
Hardin,Gastrophryne carolinensis,Eastern Narrowmouth Toad,LT,Amphibians,7/15/2022,3
Hardin,Antrostomus carolinensis,Chuck-will's-widow,LT,Birds,6/18/2022,1
Hardin,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,6/8/2024,2
Hardin,Setophaga cerulea,Cerulean Warbler,LT,Birds,5/31/2023,1
Hardin,Lampetra aepyptera,Least Brook Lamprey,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/12/2022,3
Hardin,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/18/2017,1
Hardin,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/22/2017,1
Hardin,Lepomis miniatus,Redspotted Sunfish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/5/2005,1
Hardin,Myotis austroriparius,Southeastern Myotis,LE,Mammals,2/15/2019,5
Hardin,Myotis grisescens,Gray Bat,LE,Mammals,7/17/2018,6
Hardin,Myotis sodalis,Indiana Bat,LE,Mammals,2/28/2025,7
Hardin,Myotis leibii,Eastern Small-footed Myotis,LT,Mammals,8/6/2012,1
Hardin,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,2/5/2015,6
Hardin,Pseudemys concinna,River Cooter,LE,Turtles,4/19/2022,2
Hardin,Crotalus horridus,Timber Rattlesnake,LT,Reptiles,7/18/2024,4
Hardin,Crangonyx packardi,Packard's Cave Amphipod,LE,Amphipods,1978-PRE,3
Hardin,Faxonius kentuckiensis,Kentucky Crayfish,LE,Crayfishes,7/14/2022,11
Hardin,Faxonius indianensis,Indiana Crayfish,LE,Crayfishes,7/30/2021,5
Hardin,Faxonius placidus,Bigclaw Crayfish,LE,Crayfishes,7/13/2022,2
Hardin,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,2020,1
Hardin,Potamilus capax,Fat Pocketbook,LE,Freshwater Mussels,10/27/2020,3
Hardin,Phaeophyscia leana,Lea's Bog Lichen,LT,Lichens,8/11/2021,3
Hardin,Iresine rhizomatosa,Bloodleaf,LE,Dicots,9/2/2025,2
Hardin,Eryngium prostratum,Eryngo,LE,Dicots,5/31/2022,1
Hardin,Matelea decipiens,Climbing Milkweed,LE,Dicots,6/15/2021,2
Hardin,Silene ovata,Ovate Catchfly,LE,Dicots,8/8/2024,5
Hardin,Stellaria pubera,Great Chickweed,LE,Dicots,9/25/1998,1
Hardin,Euonymus americanus,American Strawberry Bush,LT,Dicots,10/6/2022,1
Hardin,Hylotelephium telephioides,American Orpine,LT,Dicots,10/5/2025,3
Hardin,Melothria pendula,Squirting Cucumber,LT,Dicots,8/15/2024,4
Hardin,Vaccinium stamineum,Deerberry,LE,Dicots,5/10/2024,1
Hardin,Quercus montana,Rock Chestnut Oak,LT,Dicots,2000-03,1
Hardin,Carya pallida,Pale Hickory,LE,Dicots,7/13/1992,1
Hardin,Oxalis illinoensis,Illinois Wood Sorrel,LT,Dicots,5/27/2015,2
Hardin,Dodecatheon frenchii,French's Shootingstar,LT,Dicots,4/26/1948,1
Hardin,Chimaphila maculata,Spotted Wintergreen,LE,Dicots,6/11/2024,3
Hardin,Actaea rubifolia,Black Cohosh,LE,Dicots,4/24/2025,9
Hardin,Tilia americana var. heterophylla,White Basswood,LE,Dicots,4/28/2023,1
Hardin,Carex debilis,White-edge Sedge,LE,Monocots,6/20/1954,1
Hardin,Carex nigromarginata,Black-edged Sedge,LE,Monocots,8/7/2023,2
Hardin,Carex oxylepis var. oxylepis,Sharp-scaled Sedge,LT,Monocots,5/6/2022,6
Hardin,Carex willdenowii,Willdenow's Sedge,LT,Monocots,4/28/2023,1
Hardin,Scirpus polyphyllus,Leafy Bulrush,LE,Monocots,10/6/2022,1
Hardin,Scleria oligantha,Littlehead Nutrush,LE,Monocots,7/10/2024,1
Hardin,Scleria pauciflora,Carolina Whipgrass,LE,Monocots,8/7/2024,1
Hardin,Chamaelirium luteum,Fairy Wand,LE,Monocots,5/10/2024,4
Hardin,Hexalectris spicata,Crested Coralroot Orchid,LE,Monocots,7/29/2024,2
Hardin,Dichanthelium ravenelii,Panic Grass,LE,Monocots,8/7/2023,4
Hardin,Asplenium bradleyi,Bradley's Spleenwort,LE,Leptosporangiate Ferns,5/22/2024,1
Hardin,Vandenboschia boschiana,Filmy Fern,LE,Leptosporangiate Ferns,3/3/2022,1
Hardin,Sanicula smallii,Southern Black Snakeroot,LE,Dicots,10/6/2015,1
Hardin,Necturus maculosus,Mudpuppy,LT,Amphibians,4/2/2017,1
Hardin,Micranthes virginiensis,Early Saxifrage,LE,Dicots,4/13/2021,4
Hardin,Forbesichthys papilliferus,Shawnee Hills Cavefish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/14/2022,9
Henderson,Antrostomus carolinensis,Chuck-will's-widow,LT,Birds,5/16/2011,1
Henderson,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/17/2023,1
Henderson,Hybognathus hankinsoni,Brassy Minnow,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/26/2017,1
Henderson,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/21/1986,1
Henderson,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/21/2019,1
Henderson,Percopsis omiscomaycus,Trout-perch,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/25/1963,1
Henderson,Ammocrypta clara,Western Sand Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/17/2015,1
Henderson,Myotis sodalis,Indiana Bat,LE,Mammals,7/12/1989,1
Henderson,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,8/4/1997,2
Henderson,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,5/7/2012,2
Henderson,Terrapene ornata,Ornate Box Turtle,LT,Turtles,9/15/1995,2
Henderson,Kinosternon flavescens,Yellow Mud Turtle,LE,Turtles,6/25/1982,3
Henderson,Heterodon nasicus,Plains Hog-nosed Snake,LT,Reptiles,8/4/1997,2
Henderson,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,8/28/2019,1
Henderson,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,8/15/2023,6
Henderson,Eurynia dilatata,Spike,LE,Freshwater Mussels,8/15/2023,1
Henderson,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,9/14/2010,1
Henderson,Lampsilis higginsii,Higgins Eye,LE,Freshwater Mussels,7/25/2020,3
Henderson,Stylisma pickeringii var. pattersonii,Patterson Bindweed,LE,Dicots,7/16/2025,1
Henderson,Salvia azurea var. grandiflora,Wild Blue Sage,LT,Dicots,1980s-MID,1
Henderson,Delphinium carolinianum,Hill Prairie Larkspur,LE,Dicots,6/6/2022,4
Henderson,Synthyris bullii,Kittentails,LT,Dicots,4/29/2025,2
Henderson,Penstemon grandiflorus,Large-flowered Beard Tongue,LE,Dicots,5/30/2025,2
Henderson,Pinus banksiana,Jack Pine,LE,Conifers,2015,1
Henderson,Carex inops ssp. heliophila,Plains Sedge,LE,Monocots,5/30/2025,1
Henderson,Anthophora walshii,Walsh's Anthophora,LT,Digger Bees,8/23/2022,1
Henderson,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,8/15/2023,4
Henderson,Polyamia rossi,Ross' Polyamia,LT,"True Bugs, Cicadas, Hoppers, Aphids and Allies",6/8/2011,1
Henry,Bartramia longicauda,Upland Sandpiper,LE,Birds,6/9/2006,2
Henry,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,2009-05,2
Henry,Hybopsis amnis,Pallid Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",1925,1
Henry,Miniellus boops,Bigeye Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/17/1983,1
Henry,Notropis heterolepis,Blacknose Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",4/19/2007,2
Henry,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/29/2014,3
Henry,Erimystax x-punctatus,Gravel Chub,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/15/2021,1
Henry,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/4/2007,1
Henry,Crystallaria asprella,Crystal Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",1901-PRE,1
Henry,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,8/9/2016,4
Henry,Poliocitellus franklinii,Franklin's Ground Squirrel,LT,Mammals,8/21/2013,1
Henry,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,5/21/1996,2
Henry,Terrapene ornata,Ornate Box Turtle,LT,Turtles,1997-PRE,1
Henry,Kinosternon flavescens,Yellow Mud Turtle,LE,Turtles,5/15/2018,1
Henry,Heterodon nasicus,Plains Hog-nosed Snake,LT,Reptiles,5/26/2019,1
Henry,Cyclonaias tuberculata,Purple Wartyback,LT,Freshwater Mussels,9/28/1990,1
Henry,Asclepias meadii,Mead's Milkweed,LE,Dicots,8/18/2023,1
Henry,Nothocalais cuspidata,Prairie Dandelion,LE,Dicots,5/18/1937,1
Henry,Orobanche ludoviciana,Broomrape,LT,Dicots,10/29/2024,1
Henry,Platanthera leucophaea,Eastern Prairie Fringed Orchid,LE,Monocots,7/1/2025,1
Henry,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,10/18/1988,1
Iroquois,Asio flammeus,Short-eared Owl,LE,Birds,1/15/2017,1
Iroquois,Alburnops chalybaeus,Ironcolor Shiner,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/6/2020,9
Iroquois,Notropis heterolepis,Blacknose Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/30/1962,1
Iroquois,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/7/2020,10
Iroquois,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/11/2013,2
Iroquois,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",11/20/2012,5
Iroquois,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,12/14/2024,2
Iroquois,Terrapene ornata,Ornate Box Turtle,LT,Turtles,6/19/2025,1
Iroquois,Heterodon nasicus,Plains Hog-nosed Snake,LT,Reptiles,9/15/2009,1
Iroquois,Calephelis muticum,Swamp Metalmark,LE,Butterflies,6/28/2009,1
Iroquois,Argynnis aphrodite,Aphrodite Fritillary,LT,Butterflies,2016,1
Iroquois,Argynnis idalia occidentalis,Western Regal Fritillary,LT,Butterflies,6/6/2025,1
Iroquois,Papaipema eryngii,Eryngium Stem Borer,LT,Papaipema Moths,7/23/2025,3
Iroquois,Cyclonaias tuberculata,Purple Wartyback,LT,Freshwater Mussels,8/30/2018,5
Iroquois,Eurynia dilatata,Spike,LE,Freshwater Mussels,8/27/2025,9
Iroquois,Toxolasma lividum,Purple Lilliput,LE,Freshwater Mussels,1989-09,1
Iroquois,Helianthus giganteus,Tall Sunflower,LE,Dicots,9/8/1978,1
Iroquois,Hymenopappus scabiosaeus,Old Plainsman,LE,Dicots,6/2/2023,1
Iroquois,Hypericum adpressum,Shore St. John's Wort,LE,Dicots,7/17/2025,1
Iroquois,Drosera intermedia,Narrow-leaved Sundew,LT,Dicots,7/13/2012,1
Iroquois,Vaccinium corymbosum,Highbush Blueberry,LE,Dicots,12/15/2020,1
Iroquois,Baptisia tinctoria,Yellow Wild Indigo,LE,Dicots,10/17/2023,1
Iroquois,Polygala incarnata,Pink Milkwort,LE,Dicots,8/3/1989,1
Iroquois,Persicaria careyi,Carey's Heartsease,LE,Dicots,10/16/2020,1
Iroquois,Ranunculus rhomboideus,Prairie Buttercup,LE,Dicots,1978,1
Iroquois,Rubus setosus,Bristly Blackberry,LT,Dicots,6/10/2025,5
Iroquois,Veronica scutellata,Marsh Speedwell,LT,Dicots,6/8/2019,2
Iroquois,Valerianella umbilicata,Corn Salad,LE,Dicots,6/26/2004,1
Iroquois,Viola primulifolia,Primrose Violet,LE,Dicots,8/9/2025,1
Iroquois,Carex cumulata,Sedge,LE,Monocots,7/7/2015,2
Iroquois,Scleria pauciflora,Carolina Whipgrass,LE,Monocots,7/25/2001,1
Iroquois,Sisyrinchium atlanticum,Eastern Blue-eyed Grass,LE,Monocots,6/9/2025,2
Iroquois,Calopogon tuberosus,Grass Pink Orchid,LE,Monocots,7/7/2023,1
Iroquois,Platanthera ciliaris,Orange Fringed Orchid,LE,Monocots,8/9/2025,1
Iroquois,Platanthera clavellata,Wood Orchid,LE,Monocots,7/26/2022,1
Iroquois,Platanthera flava,Tubercled Orchid,LT,Monocots,6/13/2023,2
Iroquois,Platanthera leucophaea,Eastern Prairie Fringed Orchid,LE,Monocots,2024,1
Iroquois,Sparganium americanum,American Bur-reed,LE,Monocots,7/28/1987,1
Iroquois,Dendrolycopodium dendroideum,Ground Pine,LE,Clubmosses,4/22/2024,1
Iroquois,Circus hudsonius,Northern Harrier,LE,Birds,6/25/1994,1
Iroquois,Necturus maculosus,Mudpuppy,LT,Amphibians,7/27/2010,1
Iroquois,Dendrolycopodium hickeyi,Hickey's groundpine,LE,Clubmosses,4/8/2024,1
Iroquois,Carex straminea,Eastern Straw Sedge,LE,Monocots,6/6/1999,1
Iroquois,Nomia nortoni,Norton's Nomia,LT,Sweat Bees (in part),8/22/2020,2
Iroquois,Melissodes apicatus,Pickerelweed Long-nosed Bee,LE,Other Bees,7/2/1987,1
Iroquois,Epeolus interruptus,Interrupted Epeolus,LE,Other Bees,6/1/2018,1
Iroquois,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,9/14/2011,2
Jackson,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/20/2022,1
Jackson,Hybopsis amnis,Pallid Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/10/2024,2
Jackson,Nocomis micropogon,River Chub,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",5/9/1972,1
Jackson,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/18/2024,2
Jackson,Crystallaria asprella,Crystal Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/4/2024,1
Jackson,Ammocrypta clara,Western Sand Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/31/2024,4
Jackson,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,10/17/2023,2
Jackson,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,8/27/2019,2
Jackson,Lampsilis higginsii,Higgins Eye,LE,Freshwater Mussels,10/17/2023,1
Jackson,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,5/25/2010,2
Jackson,Hyla avivoca,Bird-voiced Treefrog,LT,Amphibians,1992-07,1
Jackson,Gastrophryne carolinensis,Eastern Narrowmouth Toad,LT,Amphibians,5/29/2021,2
Jackson,Ixobrychus exilis,Least Bittern,LT,Birds,1989-02,1
Jackson,Egretta thula,Snowy Egret,LE,Birds,8/25/2018,2
Jackson,Egretta caerulea,Little Blue Heron,LE,Birds,8/25/2018,1
Jackson,Pandion haliaetus,Osprey,LT,Birds,6/3/2021,1
Jackson,Gallinula galeata,Common Gallinule,LE,Birds,6/28/1993,1
Jackson,Antrostomus carolinensis,Chuck-will's-widow,LT,Birds,5/23/2025,4
Jackson,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,8/8/1999,3
Jackson,Setophaga cerulea,Cerulean Warbler,LT,Birds,5/27/2025,7
Jackson,Limnothlypis swainsonii,Swainson's Warbler,LE,Birds,7/27/2009,3
Jackson,Miniellus boops,Bigeye Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/20/1988,1
Jackson,Miniellus heterodon,Blackchin Shiner,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/1/2016,1
Jackson,Notropis heterolepis,Blacknose Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/1/2016,1
Jackson,Macrhybopsis gelida,Sturgeon Chub,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/21/2015,1
Jackson,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/9/1997,1
Jackson,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/1/2016,1
Jackson,Crystallaria asprella,Crystal Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",4/3/2009,1
Jackson,Ammocrypta clara,Western Sand Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/22/2008,1
Jackson,Myotis grisescens,Gray Bat,LE,Mammals,2/18/2020,1
Jackson,Myotis sodalis,Indiana Bat,LE,Mammals,2019,8
Jackson,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,6/9/2017,5
Jackson,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,LE,Mammals,3/23/2001,1
Jackson,Macrochelys temminckii,Alligator Snapping Turtle,LE,Turtles,6/24/1960,2
Jackson,Apalone mutica,Smooth Softshell,LT,Turtles,6/6/2006,1
Jackson,Crotalus horridus,Timber Rattlesnake,LT,Reptiles,10/8/2025,14
Jackson,Faxonius placidus,Bigclaw Crayfish,LE,Crayfishes,3/7/2003,2
Jackson,Cynosciadium digitatum,Cynosciadium,LE,Dicots,6/16/2020,1
Jackson,Ptilimnium nuttallii,Mock Bishop's Weed,LE,Dicots,5/31/2022,1
Jackson,Matelea decipiens,Climbing Milkweed,LE,Dicots,5/15/2024,5
Jackson,Stellaria pubera,Great Chickweed,LE,Dicots,4/25/2025,1
Jackson,Hypericum adpressum,Shore St. John's Wort,LE,Dicots,6/27/2022,1
Jackson,Lonicera dioica var. glaucescens,Red Honeysuckle,LE,Dicots,2014,1
Jackson,Lonicera flava,Yellow Honeysuckle,LE,Dicots,4/17/2025,2
Jackson,Melothria pendula,Squirting Cucumber,LT,Dicots,5/27/2025,5
Jackson,Trifolium reflexum,Buffalo Clover,LT,Dicots,5/16/2025,3
Jackson,Quercus montana,Rock Chestnut Oak,LT,Dicots,4/22/2019,1
Jackson,Hydrolea uniflora,One-flowered Hydrolea,LE,Dicots,8/24/2022,1
Jackson,Juglans cinerea,Butternut,LE,Dicots,5/23/2025,2
Jackson,Synandra hispidula,Hairy Synandra,LT,Dicots,5/5/2024,5
Jackson,Rhexia mariana,Dull Meadow Beauty,LE,Dicots,7/19/2024,2
Jackson,Oxalis illinoensis,Illinois Wood Sorrel,LT,Dicots,5/16/2003,1
Jackson,Plantago cordata,Heart-leaved Plantain,LE,Dicots,5/25/2024,2
Jackson,Dodecatheon frenchii,French's Shootingstar,LT,Dicots,8/22/2024,9
Jackson,Lysimachia radicans,Creeping Loosestrife,LE,Dicots,8/1/2023,1
Jackson,Actaea rubifolia,Black Cohosh,LE,Dicots,8/27/2018,1
Jackson,Ranunculus harveyi,Harvey's Buttercup,LT,Dicots,4/18/2025,3
Jackson,Agalinis skinneriana,Pale False Foxglove,LT,Dicots,6/17/2025,1
Jackson,Urtica chamaedryoides,Nettle,LT,Dicots,7/21/2024,1
Jackson,Pinus echinata,Shortleaf Pine,LE,Conifers,1986-PRE,2
Jackson,Tradescantia bracteata,Prairie Spiderwort,LE,Monocots,5/12/2020,1
Jackson,Carex alata,Winged Sedge,LE,Monocots,6/24/1993,1
Jackson,Carex arkansana,Arkansas Sedge,LE,Monocots,7/11/2022,2
Jackson,Carex decomposita,Cypress-knee Sedge,LE,Monocots,6/22/2022,1
Jackson,Carex intumescens,Swollen Sedge,LT,Monocots,6/25/2018,1
Jackson,Carex nigromarginata,Black-edged Sedge,LE,Monocots,6/6/2024,3
Jackson,Carex albicans var. australis,Bellows Beak Sedge,LE,Monocots,5/16/1968,1
Jackson,Carex plantaginea,Plantain-leaved Sedge,LE,Monocots,4/17/1953,1
Jackson,Carex willdenowii,Willdenow's Sedge,LT,Monocots,7/1/2024,2
Jackson,Scleria pauciflora,Carolina Whipgrass,LE,Monocots,6/26/2025,4
Jackson,Melanthium virginicum,Virginia Bunchflower,LE,Monocots,6/10/1941,1
Jackson,Stenanthium gramineum,Grass-leaved Lily,LT,Monocots,6/10/2025,5
Jackson,Trillium viride,Green Trillium,LE,Monocots,5/16/2025,4
Jackson,Cypripedium parviflorum,Small Yellow Lady's Slipper,LE,Monocots,7/11/2021,4
Jackson,Hexalectris spicata,Crested Coralroot Orchid,LE,Monocots,7/18/2025,1
Jackson,Spiranthes vernalis,Spring Ladies' Tresses,LE,Monocots,7/25/2024,7
Jackson,Dichanthelium ravenelii,Panic Grass,LE,Monocots,9/7/2023,1
Jackson,Festuca paradoxa,Cluster Fescue,LT,Monocots,7/3/2024,2
Jackson,Glyceria arkansana,Arkansas Mannagrass,LE,Monocots,5/31/2022,2
Jackson,Poa alsodes,Grove Bluegrass,LE,Monocots,6/4/2008,1
Jackson,Torreyochloa pallida,Grass,LE,Monocots,5/25/1993,1
Jackson,Potamogeton pulcher,Spotted Pondweed,LE,Monocots,10/2/1952,1
Jackson,Asplenium bradleyi,Bradley's Spleenwort,LE,Leptosporangiate Ferns,3/12/2024,2
Jackson,Asplenium resiliens,Black Spleenwort,LE,Leptosporangiate Ferns,3/16/2021,2
Jackson,Huperzia porophila,Cliff Clubmoss,LT,Clubmosses,5/19/2020,1
Jackson,Sceptridium biternatum,Southern Grape Fern,LE,"Adder's-tongues, Grapeferns, and Moonworts",8/1/1991,4
Jackson,Flexamia albida,Leafhopper,LT,"True Bugs, Cicadas, Hoppers, Aphids and Allies",9/18/1950,1
Jackson,Forbesichthys papilliferus,Shawnee Hills Cavefish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",4/7/2022,1
Jasper,Botaurus lentiginosus,American Bittern,LE,Birds,7/25/2013,1
Jasper,Ixobrychus exilis,Least Bittern,LT,Birds,6/2/2022,2
Jasper,Nyctanassa violacea,Yellow-crowned Night-Heron,LE,Birds,5/24/1995,1
Jasper,Tympanuchus cupido,Greater Prairie-Chicken,LE,Birds,5/19/2021,2
Jasper,Laterallus jamaicensis,Black Rail,LE,Birds,6/20/2012,1
Jasper,Bartramia longicauda,Upland Sandpiper,LE,Birds,5/22/2013,1
Jasper,Sternula antillarum,Least Tern,LE,Birds,5/31/2023,1
Jasper,Coccyzus erythropthalmus,Black-billed Cuckoo,LT,Birds,6/25/1998,1
Jasper,Asio flammeus,Short-eared Owl,LE,Birds,12/27/2017,2
Jasper,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,2022-07,3
Jasper,Ammocrypta pellucida,Eastern Sand Darter,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/7/2020,9
Jasper,Etheostoma histrio,Harlequin Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/18/1967,1
Jasper,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,5/18/1998,1
Jasper,Terrapene ornata,Ornate Box Turtle,LT,Turtles,5/22/2024,3
Jasper,Apalone mutica,Smooth Softshell,LT,Turtles,8/31/2017,2
Jasper,Papaipema eryngii,Eryngium Stem Borer,LT,Papaipema Moths,7/28/2025,3
Jasper,Silene regia,Royal Catchfly,LE,Dicots,7/7/2023,3
Jasper,Sabatia campestris,Prairie Rose Gentian,LE,Dicots,7/28/2025,3
Jasper,Tracaulon arifolium,Halberd-leaved Tearthumb,LE,Dicots,8/14/1985,1
Jasper,Penstemon tubaeflorus,Tube Beard Tongue,LE,Dicots,7/2/2025,3
Jasper,Schoenoplectiella purshiana,Pursh's Bulrush,LE,Monocots,2012,1
Jasper,Camassia angusta,Wild Hyacinth,LE,Monocots,2/23/2022,3
Jasper,Spiranthes vernalis,Spring Ladies' Tresses,LE,Monocots,7/28/2025,3
