County,Scientific Name,Common Name,Status,Category,Date,Count
Adams,Pandion haliaetus,Osprey,LT,Birds,1986-SU,1
Adams,Thryomanes bewickii,Bewick's Wren,LE,Birds,5/18/2013,1
Adams,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,1989,2
Adams,Setophaga cerulea,Cerulean Warbler,LT,Birds,6/23/2012,2
Adams,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/28/1966,1
Adams,Hybognathus hayi,Cypress Minnow,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/16/2004,1
Adams,Myotis grisescens,Gray Bat,LE,Mammals,2/8/2000,1
Adams,Myotis sodalis,Indiana Bat,LE,Mammals,5/18/2025,22
Adams,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,6/27/2016,10
Adams,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,7/19/1987,1
Adams,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,8/24/2018,4
Adams,Elliptio crassidens,Elephant-ear,LE,Freshwater Mussels,6/18/1987,1
Adams,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,7/21/2016,3
Adams,Plethobasus cyphyus,Sheepnose,LE,Freshwater Mussels,7/19/1987,1
Adams,Viburnum molle,Arrowwood,LT,Dicots,6/20/2011,3
Adams,Trifolium reflexum,Buffalo Clover,LT,Dicots,6/2/2025,1
Adams,Mentzelia oligosperma,Stickleaf,LE,Dicots,201-,1
Adams,Delphinium carolinianum,Hill Prairie Larkspur,LE,Dicots,6/10/1974,2
Adams,Ulmus thomasii,Rock Elm,LE,Dicots,4/28/2025,1
Adams,Viola viarum,Limestone Riverbank Violet,LE,Dicots,7/24/1994,1
Adams,Carex prasina,Drooping Sedge,LT,Monocots,6/15/1989,1
Adams,Scirpus polyphyllus,Leafy Bulrush,LE,Monocots,6/15/1989,1
Adams,Melanthium virginicum,Virginia Bunchflower,LE,Monocots,6/29/1944,1
Adams,Trillium viride,Green Trillium,LE,Monocots,5/10/2002,2
Adams,Poa wolfii,Wolf's Bluegrass,LE,Monocots,5/29/2018,1
Adams,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,2009-10,2
Alexander,Hyla avivoca,Bird-voiced Treefrog,LT,Amphibians,5/8/2003,1
Alexander,Pseudacris illinoensis,Illinois Chorus Frog,LT,Amphibians,3/15/2025,8
Alexander,Gastrophryne carolinensis,Eastern Narrowmouth Toad,LT,Amphibians,7/17/2025,1
Alexander,Egretta caerulea,Little Blue Heron,LE,Birds,7/30/2006,2
Alexander,Pandion haliaetus,Osprey,LT,Birds,5/7/2024,3
Alexander,Sternula antillarum,Least Tern,LE,Birds,7/12/2016,3
Alexander,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,1988,2
Alexander,Setophaga cerulea,Cerulean Warbler,LT,Birds,5/30/2021,1
Alexander,Limnothlypis swainsonii,Swainson's Warbler,LE,Birds,6/24/1993,2
Alexander,Scaphirhynchus albus,Pallid Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2/17/1994,1
Alexander,Hybognathus hayi,Cypress Minnow,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/24/2014,2
Alexander,Miniellus boops,Bigeye Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/13/2024,8
Alexander,Macrhybopsis gelida,Sturgeon Chub,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/23/2024,2
Alexander,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2006,2
Alexander,Elassoma zonatum,Banded Pygmy Sunfish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/24/2014,2
Alexander,Lepomis symmetricus,Bantam Sunfish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",5/15/1996,4
Alexander,Lepomis miniatus,Redspotted Sunfish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/14/2015,3
Alexander,Crystallaria asprella,Crystal Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/19/2019,4
Alexander,Myotis austroriparius,Southeastern Myotis,LE,Mammals,7/20/2024,6
Alexander,Myotis grisescens,Gray Bat,LE,Mammals,7/1/1991,1
Alexander,Myotis sodalis,Indiana Bat,LE,Mammals,7/24/2024,7
Alexander,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,2/25/2024,4
Alexander,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,LE,Mammals,2010-06,2
Alexander,Macrochelys temminckii,Alligator Snapping Turtle,LE,Turtles,1892-pre,1
Alexander,Pseudemys concinna,River Cooter,LE,Turtles,6/14/2013,1
Alexander,Crotalus horridus,Timber Rattlesnake,LT,Reptiles,5/14/2024,8
Alexander,Faxonius lancifer,Shrimp Crayfish,LE,Crayfishes,8/23/2022,2
Alexander,Justicia ovata,Water Willow,LE,Dicots,8/20/1991,1
Alexander,Eryngium prostratum,Eryngo,LE,Dicots,8/6/1997,2
Alexander,Boltonia decurrens,Decurrent False Aster,LT,Dicots,9/18/2024,2
Alexander,Melothria pendula,Squirting Cucumber,LT,Dicots,9/14/2023,5
Alexander,Amorpha nitens,Smooth False Indigo,LE,Dicots,10/20/2021,1
Alexander,Cladrastis kentukea,Yellowwood,LE,Dicots,5/16/2024,1
Alexander,Quercus texana,Nuttall's Oak,LE,Dicots,4/15/2021,2
Alexander,Quercus phellos,Willow Oak,LT,Dicots,10/20/2021,1
Alexander,Quercus montana,Rock Chestnut Oak,LT,Dicots,2/10/2022,1
Alexander,Carya aquatica,Water Hickory,LE,Dicots,7/3/1993,1
Alexander,Carya pallida,Pale Hickory,LE,Dicots,2013,2
Alexander,Juglans cinerea,Butternut,LE,Dicots,5/4/1994,1
Alexander,Lysimachia radicans,Creeping Loosestrife,LE,Dicots,9/29/2021,1
Alexander,Clematis crispa,Blue Jasmine,LE,Dicots,10/28/2021,3
Alexander,Penstemon tubaeflorus,Tube Beard Tongue,LE,Dicots,5/27/2025,3
Alexander,Styrax americanus,Storax,LT,Dicots,8/24/2022,3
Alexander,Styrax grandifolius,Bigleaf Snowbell Bush,LE,Dicots,5/13/2024,1
Alexander,Planera aquatica,Water Elm,LT,Dicots,10/12/2021,3
Alexander,Urtica chamaedryoides,Nettle,LT,Dicots,3/28/2024,6
Alexander,Carex intumescens,Swollen Sedge,LT,Monocots,6/3/1996,1
Alexander,Carex nigromarginata,Black-edged Sedge,LE,Monocots,6/15/2024,2
Alexander,Carex oxylepis var. oxylepis,Sharp-scaled Sedge,LT,Monocots,5/13/2024,5
Alexander,Carex willdenowii,Willdenow's Sedge,LT,Monocots,4/30/2025,3
Alexander,Schoenoplectiella hallii,Hall's Bulrush,LT,Monocots,1993,1
Alexander,Scleria oligantha,Littlehead Nutrush,LE,Monocots,6/23/2024,2
Alexander,Cypripedium parviflorum,Small Yellow Lady's Slipper,LE,Monocots,4/30/1992,1
Alexander,Glyceria arkansana,Arkansas Mannagrass,LE,Monocots,5/24/2007,2
Alexander,Heteranthera reniformis,Mud Plantain,LE,Monocots,8/24/2022,2
Alexander,Asplenium resiliens,Black Spleenwort,LE,Leptosporangiate Ferns,3/16/2021,1
Alexander,Sceptridium biternatum,Southern Grape Fern,LE,"Adder's-tongues, Grapeferns, and Moonworts",2015,2
Alexander,Nemophila aphylla,Baby blue-eyes,LE,Dicots,3/31/2025,1
Ballard,Pandion haliaetus,Osprey,LT,Birds,7/14/2021,1
Ballard,Sternula antillarum,Least Tern,LE,Birds,6/1/2006,1
Ballard,Noturus stigmosus,Northern Madtom,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2009-07,2
Ballard,Crystallaria asprella,Crystal Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/27/2019,1
Ballard,Cyclonaias tuberculata,Purple Wartyback,LT,Freshwater Mussels,10/19/2016,3
Ballard,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,8/23/2022,2
Ballard,Elliptio crassidens,Elephant-ear,LE,Freshwater Mussels,10/19/2016,1
Ballard,Eurynia dilatata,Spike,LE,Freshwater Mussels,9/15/2015,1
Ballard,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,8/6/2017,5
Ballard,Plethobasus cooperianus,Orangefoot Pimpleback,LE,Freshwater Mussels,9/16/2015,1
Ballard,Pleurobema cordatum,Ohio Pigtoe,LE,Freshwater Mussels,10/19/2017,3
Ballard,Theliderma cylindrica,Rabbitsfoot,LE,Freshwater Mussels,8/4/2005,1
Ballard,Halesia carolina,Silverbell Tree,LE,Dicots,11/11/2020,1
Ballard,Cyperus lancastriensis,Galingale,LT,Monocots,10/4/2005,1
Ballard,Necturus maculosus,Mudpuppy,LT,Amphibians,4/1/2001,1
Ballard,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,8/15/2012,1
Benton,Poliocitellus franklinii,Franklin's Ground Squirrel,LT,Mammals,5/23/2009,1
Benton,Toxolasma lividum,Purple Lilliput,LE,Freshwater Mussels,1989-09,1
Bond,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,1990,1
Bond,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,7/15/1998,1
Bond,Myotis sodalis,Indiana Bat,LE,Mammals,7/8/1987,1
Bond,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,7/21/1986,1
Bond,Terrapene ornata,Ornate Box Turtle,LT,Turtles,10/17/2012,2
Bond,Sistrurus catenatus,Eastern Massasauga,LE,Reptiles,7/18/2025,1
Bond,Sabatia campestris,Prairie Rose Gentian,LE,Dicots,4/1/2009,2
Bond,Trillium viride,Green Trillium,LE,Monocots,4/25/2024,1
Bond,Spiranthes vernalis,Spring Ladies' Tresses,LE,Monocots,7/9/2014,1
Boone,Ixobrychus exilis,Least Bittern,LT,Birds,2003,1
Boone,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LE,Birds,2003,1
Boone,Lethenteron appendix,American Brook Lamprey,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/24/2025,5
Boone,Cottus bairdii,Mottled Sculpin,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/8/2024,1
Boone,Hybognathus hankinsoni,Brassy Minnow,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/26/2010,2
Boone,Notropis heterolepis,Blacknose Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/13/1965,1
Boone,Miniellus nubilus,Ozark Minnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/26/2010,1
Boone,Erimystax x-punctatus,Gravel Chub,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/6/2024,1
Boone,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,8/2/2024,4
Boone,Eurynia dilatata,Spike,LE,Freshwater Mussels,6/26/2007,1
Boone,Asclepias lanuginosa,Wooly Milkweed,LE,Dicots,6/12/1946,1
Boone,Eurybia furcata,Forked Aster,LT,Dicots,8/19/1977,1
Boone,Minuartia patula,Slender Sandwort,LT,Dicots,5/19/2009,1
Boone,Sambucus racemosa ssp. pubens,Red-berried Elder,LE,Dicots,6/5/2024,1
Boone,Juglans cinerea,Butternut,LE,Dicots,10/9/2024,1
Boone,Synthyris bullii,Kittentails,LT,Dicots,2009-SU,1
Boone,Bombus affinis,Rusty Patched Bumble Bee,LE,Bumble Bees,8/7/2024,18
Brown,Botaurus lentiginosus,American Bittern,LE,Birds,6/7/2011,1
Brown,Ixobrychus exilis,Least Bittern,LT,Birds,5/30/2010,1
Brown,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,6/7/2011,1
Brown,Asio flammeus,Short-eared Owl,LE,Birds,2/19/2013,1
Brown,Antrostomus carolinensis,Chuck-will's-widow,LT,Birds,2013-007,1
Brown,Setophaga cerulea,Cerulean Warbler,LT,Birds,5/8/2021,2
Brown,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/20/1927,1
Brown,Myotis sodalis,Indiana Bat,LE,Mammals,7/7/2023,10
Brown,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,6/27/2016,3
Brown,Boltonia decurrens,Decurrent False Aster,LT,Dicots,9/21/2016,1
Brown,Trifolium reflexum,Buffalo Clover,LT,Dicots,1996-06,3
Brown,Agalinis skinneriana,Pale False Foxglove,LT,Dicots,8/13/2009,1
Brown,Carex prasina,Drooping Sedge,LT,Monocots,6/4/1997,1
Brown,Scirpus polyphyllus,Leafy Bulrush,LE,Monocots,1996-06,1
Brown,Melanthium virginicum,Virginia Bunchflower,LE,Monocots,7/1/1983,1
Brown,Poa wolfii,Wolf's Bluegrass,LE,Monocots,5/29/2018,4
Brown,Circus hudsonius,Northern Harrier,LE,Birds,1/10/2023,1
Brown,Rallus elegans,King Rail,LE,Birds,6/7/2011,1
Bureau,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,2009-05,2
Bureau,Setophaga cerulea,Cerulean Warbler,LT,Birds,6/17/2008,1
Bureau,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LE,Birds,6/23/2002,1
Bureau,Lethenteron appendix,American Brook Lamprey,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/6/2019,2
Bureau,Notropis heterolepis,Blacknose Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/5/2007,3
Bureau,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/7/2024,3
Bureau,Percopsis omiscomaycus,Trout-perch,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2020,3
Bureau,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/27/2007,2
Bureau,Myotis sodalis,Indiana Bat,LE,Mammals,5/2/2011,6
Bureau,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,7/16/2017,6
Bureau,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,5/16/2003,2
Bureau,Terrapene ornata,Ornate Box Turtle,LT,Turtles,5/29/2019,1
Bureau,Heterodon nasicus,Plains Hog-nosed Snake,LT,Reptiles,6/23/2006,1
Bureau,Argynnis idalia occidentalis,Western Regal Fritillary,LT,Butterflies,7/2/2009,1
Bureau,Boltonia decurrens,Decurrent False Aster,LT,Dicots,9/28/2023,2
Bureau,Helianthus giganteus,Tall Sunflower,LE,Dicots,7/5/2010,1
Bureau,Orobanche ludoviciana,Broomrape,LT,Dicots,3/9/2025,2
Bureau,Filipendula rubra,Queen-of-the-prairie,LT,Dicots,7/17/2014,1
Bureau,Pinus banksiana,Jack Pine,LE,Conifers,10/13/2011,1
Bureau,Bombus affinis,Rusty Patched Bumble Bee,LE,Bumble Bees,8/22/2020,1
Calhoun,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,7/23/1992,1
Calhoun,Sternula antillarum,Least Tern,LE,Birds,2017-06,1
Calhoun,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",11/13/2024,2
Calhoun,Miniellus boops,Bigeye Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/27/2022,5
Calhoun,Catostomus catostomus,Longnose Sucker,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/4/2019,1
Calhoun,Fundulus dispar,Starhead Topminnow,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/30/1972,3
Calhoun,Ammocrypta clara,Western Sand Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/25/2014,5
Calhoun,Myotis sodalis,Indiana Bat,LE,Mammals,6/23/2024,6
Calhoun,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,6/17/2014,2
Calhoun,Terrapene ornata,Ornate Box Turtle,LT,Turtles,5/24/1994,1
Calhoun,Apalone mutica,Smooth Softshell,LT,Turtles,4/17/2004,2
Calhoun,Crotalus horridus,Timber Rattlesnake,LT,Reptiles,7/17/2018,4
Calhoun,Margaritifera monodonta,Spectaclecase,LE,Freshwater Mussels,1988,1
Calhoun,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,10/9/2015,4
Calhoun,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,8/18/1966,1
Calhoun,Asclepias stenophylla,Narrow-leaved Green Milkweed,LE,Dicots,6/30/2011,2
Calhoun,Asclepias lanuginosa,Wooly Milkweed,LE,Dicots,8/2/2013,1
Calhoun,Boltonia decurrens,Decurrent False Aster,LT,Dicots,10/1/1980,1
Calhoun,Phacelia gilioides,Ozark Phacelia,LE,Dicots,1997,1
Calhoun,Salvia azurea var. grandiflora,Wild Blue Sage,LT,Dicots,1981,1
Calhoun,Mentzelia oligosperma,Stickleaf,LE,Dicots,2013,1
Calhoun,Delphinium carolinianum,Hill Prairie Larkspur,LE,Dicots,5/6/2025,2
Calhoun,Agalinis skinneriana,Pale False Foxglove,LT,Dicots,2006-FA,2
Calhoun,Poa alsodes,Grove Bluegrass,LE,Monocots,1990-07,1
Calhoun,Nomia nortoni,Norton's Nomia,LT,Sweat Bees (in part),9/14/2012,1
Calhoun,Buchnera americana,Blue Hearts,LT,Dicots,6/23/2021,3
Cape Girardeau,Sternula antillarum,Least Tern,LE,Birds,7/12/2016,1
Cape Girardeau,Scaphirhynchus albus,Pallid Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",4/27/2015,1
Cape Girardeau,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",2007,1
Cape Girardeau,Macrhybopsis gelida,Sturgeon Chub,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/23/2024,2
Cape Girardeau,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/2/2003,2
Cape Girardeau,Percopsis omiscomaycus,Trout-perch,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/16/1999,1
Carroll,Hemidactylium scutatum,Four-toed Salamander,LT,Amphibians,2002,1
Carroll,Ixobrychus exilis,Least Bittern,LT,Birds,6/13/2007,1
Carroll,Gallinula galeata,Common Gallinule,LE,Birds,6/12/2005,1
Carroll,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,7/11/2017,2
Carroll,Setophaga cerulea,Cerulean Warbler,LT,Birds,5/5/2025,1
Carroll,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LE,Birds,6/7/2006,1
Carroll,Hybopsis amnis,Pallid Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/10/2024,1
Carroll,Hybognathus hankinsoni,Brassy Minnow,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/15/2015,2
Carroll,Notropis heterolepis,Blacknose Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/15/2015,1
Carroll,Alburnops texanus,Weed Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",10/18/2024,1
Carroll,Ammocrypta clara,Western Sand Darter,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/13/2017,3
Carroll,Myotis sodalis,Indiana Bat,LE,Mammals,8/29/2021,1
Carroll,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,2/17/2016,2
Carroll,Canis lupus,Gray/Timber Wolf,LE,Mammals,11/19/2011,1
Carroll,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,8/18/2024,4
Carroll,Terrapene ornata,Ornate Box Turtle,LT,Turtles,3/12/2025,2
Carroll,Heterodon nasicus,Plains Hog-nosed Snake,LT,Reptiles,11/13/2025,3
Carroll,Tropidoclonion lineatum,Lined Snake,LT,Reptiles,5/9/2020,1
Carroll,Crotalus horridus,Timber Rattlesnake,LT,Reptiles,8/14/2000,1
Carroll,Stygobromus iowae,Iowa Amphipod,LE,Amphipods,4/5/1997,2
Carroll,Argynnis aphrodite,Aphrodite Fritillary,LT,Butterflies,1997,1
Carroll,Argynnis idalia occidentalis,Western Regal Fritillary,LT,Butterflies,6/26/2024,3
Carroll,Ellipsaria lineolata,Butterfly,LT,Freshwater Mussels,10/5/2025,3
Carroll,Reginaia ebenus,Ebonyshell,LE,Freshwater Mussels,8/27/2019,1
Carroll,Lampsilis higginsii,Higgins Eye,LE,Freshwater Mussels,10/6/2025,3
Carroll,Eurybia furcata,Forked Aster,LT,Dicots,8/23/2024,1
Carroll,Solidago sciaphila,Cliff Goldenrod,LT,Dicots,10/6/2023,2
Carroll,Hackelia deflexa var. americana,Stickseed,LE,Dicots,6/15/2020,1
Carroll,Hudsonia tomentosa,False Heather,LE,Dicots,11/24/2025,2
Carroll,Lechea intermedia,Pinweed,LE,Dicots,3/16/1998,1
Carroll,Polanisia jamesii,James' Clammyweed,LE,Dicots,8/22/2025,1
Carroll,Sambucus racemosa ssp. pubens,Red-berried Elder,LE,Dicots,10/9/2008,1
Carroll,Juglans cinerea,Butternut,LE,Dicots,2014-07,1
Carroll,Orobanche ludoviciana,Broomrape,LT,Dicots,7/25/2024,2
Carroll,Actaea racemosa,False Bugbane,LE,Dicots,6/24/2023,1
Carroll,Actaea podocarpa,American Bugbane,LE,Dicots,2020,1
Carroll,Ceanothus herbaceus,Redroot,LE,Dicots,10/22/2004,1
Carroll,Sullivantia sullivantii,Sullivantia,LT,Dicots,10/13/2011,1
Carroll,Synthyris bullii,Kittentails,LT,Dicots,4/24/2025,4
Carroll,Penstemon grandiflorus,Large-flowered Beard Tongue,LE,Dicots,6/5/2024,2
Carroll,Viola canadensis,Canada Violet,LE,Dicots,4/22/2024,2
Carroll,Pinus banksiana,Jack Pine,LE,Conifers,9/30/2025,2
Carroll,Cyperus grayoides,Umbrella Sedge,LT,Monocots,8/1/2025,2
Carroll,Trillium erectum,Ill-scented Trillium,LE,Monocots,5/3/2024,1
Carroll,Cypripedium parviflorum,Small Yellow Lady's Slipper,LE,Monocots,1964-05,1
Carroll,Platanthera flava,Tubercled Orchid,LT,Monocots,6/13/2007,1
Carroll,Equisetum pratense,Meadow Horsetail,LT,Horsetails,9/17/2014,2
Carroll,Equisetum scirpoides,Dwarf Scouring Rush,LE,Horsetails,1978,1
Carroll,Dendrolycopodium dendroideum,Ground Pine,LE,Clubmosses,1990-05,1
Carroll,Bombus affinis,Rusty Patched Bumble Bee,LE,Bumble Bees,7/21/2025,6
Carroll,Viola rugulosa,Western Tall White Violet,LE,Dicots,4/30/2024,1
Carroll,Protandrena bancrofti,Mining Bee,LT,Other Bees,2012,1
Carroll,Flexamia grammica,Sand Reed Leafhopper,LE,"True Bugs, Cicadas, Hoppers, Aphids and Allies",7/4/1936,1
Carroll,Quadrula metanevra,Monkeyface,LT,Freshwater Mussels,10/6/2025,2
Cass,Pseudacris illinoensis,Illinois Chorus Frog,LT,Amphibians,2025,17
Cass,Botaurus lentiginosus,American Bittern,LE,Birds,5/31/1979,1
Cass,Ixobrychus exilis,Least Bittern,LT,Birds,8/1/1993,1
Cass,Gallinula galeata,Common Gallinule,LE,Birds,8/19/1998,1
Cass,Antrostomus carolinensis,Chuck-will's-widow,LT,Birds,6/18/2016,1
Cass,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,8/1/1992,2
Cass,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LE,Birds,6/21/1978,1
Cass,Acipenser fulvescens,Lake Sturgeon,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",7/9/2024,2
Cass,Moxostoma carinatum,River Redhorse,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/26/2017,1
Cass,Percopsis omiscomaycus,Trout-perch,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",1962,1
Cass,Lepomis miniatus,Redspotted Sunfish,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",11/16/1965,1
Cass,Myotis sodalis,Indiana Bat,LE,Mammals,6/30/2023,3
Cass,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,9/2/1998,1
Cass,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,4/18/1987,3
Cass,Terrapene ornata,Ornate Box Turtle,LT,Turtles,7/27/2025,5
Cass,Kinosternon flavescens,Yellow Mud Turtle,LE,Turtles,4/25/2002,1
Cass,Apalone mutica,Smooth Softshell,LT,Turtles,5/15/2018,2
Cass,Heterodon nasicus,Plains Hog-nosed Snake,LT,Reptiles,6/24/2024,4
Cass,Argynnis idalia occidentalis,Western Regal Fritillary,LT,Butterflies,6/26/2025,3
Cass,Boltonia decurrens,Decurrent False Aster,LT,Dicots,10/17/2025,4
Cass,Silene regia,Royal Catchfly,LE,Dicots,2000,1
Cass,Hypericum adpressum,Shore St. John's Wort,LE,Dicots,7/17/1992,1
Cass,Stylisma pickeringii var. pattersonii,Patterson Bindweed,LE,Dicots,8/9/2022,2
Cass,Astragalus distortus,Bent Milk Vetch,LE,Dicots,2003,1
Cass,Polygala incarnata,Pink Milkwort,LE,Dicots,1988,1
Cass,Sanguisorba canadensis,American Burnet,LE,Dicots,9/4/1996,1
Cass,Agalinis skinneriana,Pale False Foxglove,LT,Dicots,9/11/2015,1
Cass,Echinodorus tenellus,Small Burhead,LE,Monocots,8/9/2022,4
Cass,Cyperus grayoides,Umbrella Sedge,LT,Monocots,8/9/2022,1
Cass,Fimbristylis vahlii,Vahl's Fimbry,LE,Monocots,9/29/2023,3
Cass,Schoenoplectiella hallii,Hall's Bulrush,LT,Monocots,11/6/2019,7
Cass,Circus hudsonius,Northern Harrier,LE,Birds,2/23/2017,2
Cass,Necturus maculosus,Mudpuppy,LT,Amphibians,1984,1
Cass,Buchnera americana,Blue Hearts,LT,Dicots,7/5/2023,1
Champaign,Ixobrychus exilis,Least Bittern,LT,Birds,8/1/1993,1
Champaign,Nycticorax nycticorax,Black-crowned Night-Heron,LE,Birds,2024,1
Champaign,Nyctanassa violacea,Yellow-crowned Night-Heron,LE,Birds,8/11/2014,1
Champaign,Bartramia longicauda,Upland Sandpiper,LE,Birds,6/18/2021,3
Champaign,Lanius ludovicianus,Loggerhead Shrike,LE,Birds,6/9/1991,2
Champaign,Hybopsis amnis,Pallid Shiner,LE,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",8/18/1928,2
Champaign,Hybopsis amblops,Bigeye Chub,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/11/2023,9
Champaign,Ammocrypta pellucida,Eastern Sand Darter,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",9/18/2020,3
Champaign,Nothonotus camurus,Bluebreast Darter,LT,"Fishes - Freshwater and Anadromous Bony, Cartilaginous; Lampreys",6/2/2025,2
Champaign,Myotis sodalis,Indiana Bat,LE,Mammals,7/24/2015,1
Champaign,Myotis septentrionalis,Northern Long-eared Bat,LE,Mammals,6/21/2025,3
Champaign,Poliocitellus franklinii,Franklin's Ground Squirrel,LT,Mammals,2010-10,4
Champaign,Emydoidea blandingii,Blanding's Turtle,LE,Turtles,5/1/1953,1
Champaign,Faxonius placidus,Bigclaw Crayfish,LE,Crayfishes,8/14/2018,1
