County,Scientific Name,Common Name,Class,Order,Family,Federal Status,State Status,SGCN,Most Recent Observation Year
Adair,Phenacobius uranops,Stargazing Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,2002
Adair,Nothonotus maculatus,Spotted Darter,Actinopterygii,Perciformes,Percidae,N,T,Yes,2011
Adair,Percina macrocephala,Longhead Darter,Actinopterygii,Perciformes,Percidae,N,E,Yes,2020
Adair,Noturus exilis,Slender Madtom,Actinopterygii,Siluriformes,Ictaluridae,N,E,Yes,1962
Adair,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2025
Adair,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2010
Adair,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2014
Adair,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2021
Adair,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2014
Adair,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2018
Adair,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2018
Adair,Bartramia longicauda,Upland Sandpiper,Aves,Charadriiformes,Scolopacidae,N,H,Yes,2011
Adair,Falco peregrinus,Peregrine Falcon,Aves,Falconiformes,Falconidae,N,E,Yes,2007
Adair,Fulica americana,American Coot,Aves,Gruiformes,Rallidae,N,E,No,2000
Adair,Riparia riparia,Bank Swallow,Aves,Passeriformes,Hirundinidae,N,S,Yes,2014
Adair,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2014
Adair,Cardellina canadensis,Canada Warbler,Aves,Passeriformes,Parulidae,N,S,Yes,2009
Adair,Vermivora chrysoptera,Golden-winged Warbler,Aves,Passeriformes,Parulidae,N,E,Yes,2013
Adair,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2014
Adair,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2013
Adair,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,2006
Adair,Cistothorus stellaris,Sedge Wren,Aves,Passeriformes,Troglodytidae,N,S,Yes,2010
Adair,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2013
Adair,Botaurus lentiginosus,American Bittern,Aves,Pelecaniformes,Ardeidae,N,H,Yes,2014
Adair,Bubulcus ibis,Cattle Egret,Aves,Pelecaniformes,Ardeidae,N,S,No,2007
Adair,Egretta caerulea,Little Blue Heron,Aves,Pelecaniformes,Ardeidae,N,E,No,2008
Adair,Nyctanassa violacea,Yellow-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2009
Adair,Nycticorax nycticorax,Black-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2013
Adair,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2014
Adair,Asio flammeus,Short-eared Owl,Aves,Strigiformes,Strigidae,N,E,Yes,2013
Adair,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2014
Adair,Phalacrocorax auritus,Double-crested Cormorant,Aves,Suliformes,Phalacrocoracidae,N,S,No,2008
Adair,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,2021
Adair,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,2021
Adair,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,2007
Adair,Leaunio ortmanni,Kentucky Creekshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,2021
Adair,Theliderma cylindrica,Rabbitsfoot,Bivalvia,Unionoida,Unionidae,T,E,Yes,2013
Adair,Toxolasma lividum,Purple Lilliput,Bivalvia,Unionoida,Unionidae,N,E,Yes,2021
Adair,Barbicambarus cornutus,Bottlebrush Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2021
Adair,Cambarus deweesae,Valley Flame Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2022
Adair,Lacunicambarus chimera,Crawzilla Crawdad,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2001
Adair,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammalia,Chiroptera,Vespertilionidae,N,S,Yes,2002
Adair,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2019
Adair,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2007
Adair,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2014
Adair,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,1976
Adair,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2018
Adair,Ichthyomyzon castaneus,Chestnut Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,S,Yes,2012
Adair,Ichthyomyzon greeleyi,Mountain Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,2005
Allen,Vexillichthys atripinnis,Blackfin Sucker,Actinopterygii,Cypriniformes,Catostomidae,N,S,Yes,2019
Allen,Phenacobius uranops,Stargazing Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,1990
Allen,Nothonotus maculatus,Spotted Darter,Actinopterygii,Perciformes,Percidae,N,T,Yes,1986
Allen,Percina macrocephala,Longhead Darter,Actinopterygii,Perciformes,Percidae,N,E,Yes,2019
Allen,Noturus exilis,Slender Madtom,Actinopterygii,Siluriformes,Ictaluridae,N,E,Yes,1986
Allen,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2020
Allen,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2013
Allen,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2013
Allen,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2021
Allen,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2012
Allen,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2014
Allen,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2011
Allen,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2010
Allen,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2015
Allen,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2015
Allen,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2013
Allen,Vireo bellii,Bell's Vireo,Aves,Passeriformes,Vireonidae,N,S,Yes,2015
Allen,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2010
Allen,Bubulcus ibis,Cattle Egret,Aves,Pelecaniformes,Ardeidae,N,S,No,1998
Allen,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2014
Allen,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2022
Allen,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,1993
Allen,Cyprogenia stegaria,Fanshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,1990
Allen,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,2020
Allen,Epioblasma triquetra,Snuffbox,Bivalvia,Unionoida,Unionidae,E,E,Yes,1990
Allen,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,2020
Allen,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,2020
Allen,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,1927
Allen,Leaunio ortmanni,Kentucky Creekshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,2021
Allen,Leaunio vanuxemensis,Mountain Creekshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,1990
Allen,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2002
Allen,Pleurobema clava,Clubshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,1993
Allen,Pleurobema rubrum,Pyramid Pigtoe,Bivalvia,Unionoida,Unionidae,PT,E,Yes,1993
Allen,Theliderma cylindrica,Rabbitsfoot,Bivalvia,Unionoida,Unionidae,T,E,Yes,1993
Allen,Toxolasma lividum,Purple Lilliput,Bivalvia,Unionoida,Unionidae,N,E,Yes,1927
Allen,Barbicambarus cornutus,Bottlebrush Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2011
Allen,Faxonius durelli,Saddle Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,No,2007
Allen,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2018
Allen,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2006
Allen,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,1974
Allen,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2006
Allen,Ichthyomyzon castaneus,Chestnut Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,S,Yes,2018
Allen,Ichthyomyzon greeleyi,Mountain Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,1958
Allen,Lethenteron appendix,American Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,1986
Anderson,Lithobates pipiens,Northern Leopard Frog,Amphibia,Anura,Ranidae,N,S,Yes,2008
Anderson,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,1989
Anderson,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2014
Anderson,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2013
Anderson,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2021
Anderson,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2013
Anderson,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2014
Anderson,Riparia riparia,Bank Swallow,Aves,Passeriformes,Hirundinidae,N,S,Yes,2013
Anderson,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2005
Anderson,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2010
Anderson,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,2011
Anderson,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2014
Anderson,Thryomanes bewickii,Bewick's Wren,Aves,Passeriformes,Troglodytidae,N,H,Yes,1996
Anderson,Empidonax minimus,Least Flycatcher,Aves,Passeriformes,Tyrannidae,N,E,Yes,2011
Anderson,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2009
Anderson,Egretta caerulea,Little Blue Heron,Aves,Pelecaniformes,Ardeidae,N,E,No,2005
Anderson,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2013
Anderson,Phalacrocorax auritus,Double-crested Cormorant,Aves,Suliformes,Phalacrocoracidae,N,S,No,2007
Anderson,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,2013
Anderson,Pleurobema clava,Clubshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2013
Anderson,Mustela nivalis,Least Weasel,Mammalia,Carnivora,Mustelidae,N,S,Yes,2013
Anderson,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2005
Anderson,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2025
Anderson,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2013
Anderson,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2013
Anderson,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2014
Ballard,Acipenser fulvescens,Lake Sturgeon,Actinopterygii,Acipenseriformes,Acipenseridae,N,E,Yes,1988
Ballard,Scaphirhynchus albus,Pallid Sturgeon,Actinopterygii,Acipenseriformes,Acipenseridae,E,E,Yes,1979
Ballard,Menidia audens,Mississippi Silverside,Actinopterygii,Atheriniformes,Atherinopsidae,N,T,No,2022
Ballard,Lepomis miniatus,Redspotted Sunfish,Actinopterygii,Centrarchiformes,Centrarchidae,N,T,Yes,2022
Ballard,Erimyzon sucetta,Lake Chubsucker,Actinopterygii,Cypriniformes,Catostomidae,N,T,Yes,2020
Ballard,Ictiobus niger,Black Buffalo,Actinopterygii,Cypriniformes,Catostomidae,N,S,Yes,2025
Ballard,Campostoma pullum,Finescale Stoneroller,Actinopterygii,Cypriniformes,Leuciscidae,N,S,No,2023
Ballard,Cyprinella venusta,Blacktail Shiner,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,2024
Ballard,Ericymba dorsalis,Bigmouth Shiner,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,2009
Ballard,Hudsonius hudsonius,Spottail Shiner,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,1986
Ballard,Hybognathus hayi,Cypress Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,E,Yes,2019
Ballard,Hybognathus placitus,Plains Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,1986
Ballard,Macrhybopsis gelida,Sturgeon Chub,Actinopterygii,Cypriniformes,Leuciscidae,N,E,Yes,1986
Ballard,Macrhybopsis meeki,Sicklefin Chub,Actinopterygii,Cypriniformes,Leuciscidae,N,E,Yes,1986
Ballard,Notropis maculatus,Taillight Shiner,Actinopterygii,Cypriniformes,Leuciscidae,N,T,Yes,2019
Ballard,Platygobio gracilis,Flathead Chub,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,1986
Ballard,Esox niger,Chain Pickerel,Actinopterygii,Esociformes,Esocidae,N,S,Yes,2004
Ballard,Atractosteus spatula,Alligator Gar,Actinopterygii,Lepisosteiformes,Lepisosteidae,N,E,Yes,1986
Ballard,Etheostoma proeliare,Cypress Darter,Actinopterygii,Perciformes,Percidae,N,T,Yes,2022
Ballard,Noturus stigmosus,Northern Madtom,Actinopterygii,Siluriformes,Ictaluridae,N,S,Yes,2016
Ballard,Lithobates areolatus circulosus,Northern Crawfish Frog,Amphibia,Anura,Ranidae,N,S,Yes,2018
Ballard,Amphiuma tridactylum,Three-toed Amphiuma,Amphibia,Caudata,Amphiumidae,N,E,Yes,1969
Ballard,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2000
Ballard,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2010
Ballard,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2023
Ballard,Ictinia mississippiensis,Mississippi Kite,Aves,Accipitriformes,Accipitridae,N,S,No,2004
Ballard,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2014
Ballard,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2013
Ballard,Spatula clypeata,Northern Shoveler,Aves,Anseriformes,Anatidae,N,E,No,2007
Ballard,Spatula discors,Blue-winged Teal,Aves,Anseriformes,Anatidae,N,T,No,2007
Ballard,Sternula antillarum athalassos,Interior Least Tern,Aves,Charadriiformes,Laridae,N,E,Yes,2012
Ballard,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2013
Ballard,Bartramia longicauda,Upland Sandpiper,Aves,Charadriiformes,Scolopacidae,N,H,Yes,2010
Ballard,Falco peregrinus,Peregrine Falcon,Aves,Falconiformes,Falconidae,N,E,Yes,2013
Ballard,Fulica americana,American Coot,Aves,Gruiformes,Rallidae,N,E,No,2012
Ballard,Gallinula galeata,Common Gallinule,Aves,Gruiformes,Rallidae,N,T,Yes,2012
Ballard,Certhia americana,Brown Creeper,Aves,Passeriformes,Certhiidae,N,T,No,2009
Ballard,Corvus ossifragus,Fish Crow,Aves,Passeriformes,Corvidae,N,S,No,2009
Ballard,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2005
Ballard,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2015
Ballard,Chondestes grammacus,Lark Sparrow,Aves,Passeriformes,Passerellidae,N,S,No,2007
Ballard,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,2009
Ballard,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2012
Ballard,Cistothorus stellaris,Sedge Wren,Aves,Passeriformes,Troglodytidae,N,S,Yes,2008
Ballard,Empidonax minimus,Least Flycatcher,Aves,Passeriformes,Tyrannidae,N,E,Yes,2001
Ballard,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2013
Ballard,Botaurus lentiginosus,American Bittern,Aves,Pelecaniformes,Ardeidae,N,H,Yes,2007
Ballard,Bubulcus ibis,Cattle Egret,Aves,Pelecaniformes,Ardeidae,N,S,No,2010
Ballard,Egretta caerulea,Little Blue Heron,Aves,Pelecaniformes,Ardeidae,N,E,No,2010
Ballard,Egretta thula,Snowy Egret,Aves,Pelecaniformes,Ardeidae,N,E,No,2007
Ballard,Ixobrychus exilis,Least Bittern,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2012
Ballard,Nyctanassa violacea,Yellow-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2007
Ballard,Nycticorax nycticorax,Black-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2002
Ballard,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2014
Ballard,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2022
Ballard,Phalacrocorax auritus,Double-crested Cormorant,Aves,Suliformes,Phalacrocoracidae,N,S,No,1936
Ballard,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,2022
Ballard,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,2020
Ballard,Lampsilis abrupta,Pink Mucket,Bivalvia,Unionoida,Unionidae,E,E,Yes,2017
Ballard,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,2022
Ballard,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,1991
Ballard,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2022
Ballard,Obovaria retusa,Ring Pink,Bivalvia,Unionoida,Unionidae,E,E,Yes,1988
Ballard,Plethobasus cooperianus,Orangefoot Pimpleback,Bivalvia,Unionoida,Unionidae,E,E,Yes,2005
Ballard,Plethobasus cyphyus,Sheepnose,Bivalvia,Unionoida,Unionidae,E,E,Yes,2017
Ballard,Pleurobema rubrum,Pyramid Pigtoe,Bivalvia,Unionoida,Unionidae,PT,E,Yes,2022
Ballard,Potamilus capax,Fat Pocketbook,Bivalvia,Unionoida,Unionidae,E,T,Yes,2009
Ballard,Potamilus purpuratus,Bleufer,Bivalvia,Unionoida,Unionidae,N,E,Yes,2022
Ballard,Theliderma cylindrica,Rabbitsfoot,Bivalvia,Unionoida,Unionidae,T,E,Yes,2005
Ballard,Macrochelys temminckii,Alligator Snapping Turtle,Chelonia,Testudines,Chelydridae,PT,E,Yes,1998
Ballard,Cambarellus shufeldtii,Cajun Dwarf Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,1999
Ballard,Faxonius lancifer,Shrimp Crayfish,Malacostraca,Decapoda,Cambaridae,N,E,Yes,1984
Ballard,Faxonius palmeri palmeri,Gray-speckled Crayfish,Malacostraca,Decapoda,Cambaridae,N,E,Yes,2006
Ballard,Lacunicambarus chimera,Crawzilla Crawdad,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2025
Ballard,Lacunicambarus ludovicianus,Painted Devil Crayfish,Malacostraca,Decapoda,Cambaridae,N,T,No,2025
Ballard,Procambarus viaeviridis,Vernal Crayfish,Malacostraca,Decapoda,Cambaridae,N,T,Yes,1997
Ballard,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammalia,Chiroptera,Vespertilionidae,N,S,Yes,2015
Ballard,Myotis austroriparius,Southeastern Myotis,Mammalia,Chiroptera,Vespertilionidae,N,S,Yes,2015
Ballard,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2015
Ballard,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2015
Ballard,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2024
Ballard,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2015
Ballard,Peromyscus gossypinus,Cotton Mouse,Mammalia,Rodentia,Cricetidae,N,T,Yes,1999
Ballard,Ichthyomyzon castaneus,Chestnut Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,S,Yes,2022
Ballard,Farancia abacura reinwardtii,Western Mudsnake,Reptilia,Squamata,Colubridae,N,S,Yes,2023
Ballard,Thamnophis proximus proximus,Western Ribbonsnake,Reptilia,Squamata,Colubridae,N,E,Yes,1983
Ballard,Aspidoscelis sexlineatus,Six-lined Racerunner,Reptilia,Squamata,Teiidae,N,S,Yes,1963
Barren,Vexillichthys atripinnis,Blackfin Sucker,Actinopterygii,Cypriniformes,Catostomidae,N,S,Yes,2019
Barren,Phenacobius uranops,Stargazing Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,1986
Barren,Percina macrocephala,Longhead Darter,Actinopterygii,Perciformes,Percidae,N,E,Yes,1986
Barren,Typhlichthys subterraneus,Southern Cavefish,Actinopterygii,Percopsiformes,Amblyopsidae,N,S,Yes,2022
Barren,Percopsis omiscomaycus,Trout-Perch,Actinopterygii,Percopsiformes,Percopsidae,N,S,Yes,1986
Barren,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2015
Barren,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2013
Barren,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2012
Barren,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2021
Barren,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2014
Barren,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2010
Barren,Spatula discors,Blue-winged Teal,Aves,Anseriformes,Anatidae,N,T,No,2007
Barren,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2009
Barren,Bartramia longicauda,Upland Sandpiper,Aves,Charadriiformes,Scolopacidae,N,H,Yes,2003
Barren,Falco peregrinus,Peregrine Falcon,Aves,Falconiformes,Falconidae,N,E,Yes,2009
Barren,Certhia americana,Brown Creeper,Aves,Passeriformes,Certhiidae,N,T,No,1937
Barren,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2010
Barren,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2016
Barren,Setophaga fusca,Blackburnian Warbler,Aves,Passeriformes,Parulidae,N,T,No,2006
Barren,Vermivora chrysoptera,Golden-winged Warbler,Aves,Passeriformes,Parulidae,N,E,Yes,2010
Barren,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2014
Barren,Chondestes grammacus,Lark Sparrow,Aves,Passeriformes,Passerellidae,N,S,No,2012
Barren,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,1941
Barren,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2014
Barren,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,2001
Barren,Empidonax minimus,Least Flycatcher,Aves,Passeriformes,Tyrannidae,N,E,Yes,2007
Barren,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2014
Barren,Botaurus lentiginosus,American Bittern,Aves,Pelecaniformes,Ardeidae,N,H,Yes,2007
Barren,Bubulcus ibis,Cattle Egret,Aves,Pelecaniformes,Ardeidae,N,S,No,2009
Barren,Ixobrychus exilis,Least Bittern,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2004
Barren,Nyctanassa violacea,Yellow-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,1996
Barren,Nycticorax nycticorax,Black-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2012
Barren,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2014
Barren,Asio flammeus,Short-eared Owl,Aves,Strigiformes,Strigidae,N,E,Yes,2010
Barren,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2022
Barren,Phalacrocorax auritus,Double-crested Cormorant,Aves,Suliformes,Phalacrocoracidae,N,S,No,2007
Barren,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,1993
Barren,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,1968
Barren,Leaunio ortmanni,Kentucky Creekshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,1993
Barren,Barbicambarus cornutus,Bottlebrush Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2002
Barren,Cambarus friaufi,Hairy Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2010
Barren,Lacunicambarus chimera,Crawzilla Crawdad,Malacostraca,Decapoda,Cambaridae,N,S,Yes,1982
Barren,Orconectes pellucidus,Mammoth Cave Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2011
Barren,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammalia,Chiroptera,Vespertilionidae,N,S,Yes,2022
Barren,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2025
Barren,Myotis leibii,Eastern Small-footed Myotis,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2009
