County,Scientific Name,Common Name,Class,Order,Family,Federal Status,State Status,SGCN,Most Recent Observation Year
Jessamine,Cyprogenia stegaria,Fanshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,1998
Jessamine,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,1982
Jessamine,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,2025
Jessamine,Theliderma cylindrica,Rabbitsfoot,Bivalvia,Unionoida,Unionidae,T,E,Yes,1982
Jessamine,Mustela nivalis,Least Weasel,Mammalia,Carnivora,Mustelidae,N,S,Yes,1990
Jessamine,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammalia,Chiroptera,Vespertilionidae,N,S,Yes,2008
Jessamine,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2025
Jessamine,Myotis leibii,Eastern Small-footed Myotis,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2003
Jessamine,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2023
Jessamine,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2008
Jessamine,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,1979
Jessamine,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2011
Johnson,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2000
Johnson,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2004
Johnson,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2000
Johnson,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2022
Johnson,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2008
Johnson,Corvus corax,Common Raven,Aves,Passeriformes,Corvidae,N,T,Yes,2008
Johnson,Vermivora chrysoptera,Golden-winged Warbler,Aves,Passeriformes,Parulidae,N,E,Yes,1997
Johnson,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2013
Johnson,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,2007
Johnson,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2011
Johnson,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,1982
Johnson,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,1966
Johnson,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,1982
Johnson,Cambarus theepiensis,Coalfields Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,No,2019
Johnson,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2010
Johnson,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2012
Johnson,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2025
Johnson,Ichthyomyzon fossor,Northern Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,1986
Johnson,Lampropeltis elapsoides,Scarlet Kingsnake,Reptilia,Squamata,Colubridae,N,E,Yes,1948
Kenton,Ictiobus niger,Black Buffalo,Actinopterygii,Cypriniformes,Catostomidae,N,S,Yes,2014
Kenton,Lithobates pipiens,Northern Leopard Frog,Amphibia,Anura,Ranidae,N,S,Yes,1970
Kenton,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,1901
Kenton,Plethodon cinereus,Eastern Red-backed Salamander,Amphibia,Caudata,Plethodontidae,N,S,Yes,2020
Kenton,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2014
Kenton,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2013
Kenton,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2021
Kenton,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2014
Kenton,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2014
Kenton,Falco peregrinus,Peregrine Falcon,Aves,Falconiformes,Falconidae,N,E,Yes,2013
Kenton,Pheucticus ludovicianus,Rose-breasted Grosbeak,Aves,Passeriformes,Cardinalidae,N,S,No,2007
Kenton,Certhia americana,Brown Creeper,Aves,Passeriformes,Certhiidae,N,T,No,1985
Kenton,Riparia riparia,Bank Swallow,Aves,Passeriformes,Hirundinidae,N,S,Yes,2014
Kenton,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,1996
Kenton,Cardellina canadensis,Canada Warbler,Aves,Passeriformes,Parulidae,N,S,Yes,2012
Kenton,Vermivora chrysoptera,Golden-winged Warbler,Aves,Passeriformes,Parulidae,N,E,Yes,2011
Kenton,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2013
Kenton,Pooecetes gramineus,Vesper Sparrow,Aves,Passeriformes,Passerellidae,N,E,No,1970
Kenton,Thryomanes bewickii,Bewick's Wren,Aves,Passeriformes,Troglodytidae,N,H,Yes,1996
Kenton,Empidonax minimus,Least Flycatcher,Aves,Passeriformes,Tyrannidae,N,E,Yes,2013
Kenton,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2014
Kenton,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,1996
Kenton,Alasmidonta marginata,Elktoe,Bivalvia,Unionoida,Unionidae,N,T,Yes,2021
Kenton,Cyprogenia stegaria,Fanshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2021
Kenton,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,2022
Kenton,Epioblasma obliquata,Catspaw,Bivalvia,Unionoida,Unionidae,E,E,Yes,1970
Kenton,Epioblasma rangiana,Northern Riffleshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2021
Kenton,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,2021
Kenton,Lampsilis abrupta,Pink Mucket,Bivalvia,Unionoida,Unionidae,E,E,Yes,1999
Kenton,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,2021
Kenton,Lasmigona compressa,Creek Heelsplitter,Bivalvia,Unionoida,Unionidae,N,E,Yes,1985
Kenton,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2022
Kenton,Obovaria retusa,Ring Pink,Bivalvia,Unionoida,Unionidae,E,E,Yes,1918
Kenton,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,1895
Kenton,Pleurobema clava,Clubshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2010
Kenton,Pleurobema rubrum,Pyramid Pigtoe,Bivalvia,Unionoida,Unionidae,PT,E,Yes,2022
Kenton,Simpsonaias ambigua,Salamander Mussel,Bivalvia,Unionoida,Unionidae,N,T,Yes,2014
Kenton,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,1989
Kenton,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2007
Kenton,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2005
Kenton,Clonophis kirtlandii,Kirtland's Snake,Reptilia,Squamata,Colubridae,N,T,Yes,2004
Knott,Etheostoma spilotum,Kentucky Arrow Darter,Actinopterygii,Perciformes,Percidae,T,T,Yes,2025
Knott,Plethodon pauleyi,Yellow-spotted Woodland Salamander,Amphibia,Caudata,Plethodontidae,N,E,Yes,2026
Knott,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2009
Knott,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2022
Knott,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2000
Knott,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2003
Knott,Spatula discors,Blue-winged Teal,Aves,Anseriformes,Anatidae,N,T,No,2003
Knott,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2000
Knott,Corvus corax,Common Raven,Aves,Passeriformes,Corvidae,N,T,Yes,2016
Knott,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,2009
Knott,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2013
Knott,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,2005
Knott,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2012
Knott,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2003
Knott,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,1995
Knott,Cambarus hazardi,Brawny Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2014
Knott,Cambarus theepiensis,Coalfields Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,No,2020
Knott,Spilogale putorius,Eastern Spotted Skunk,Mammalia,Carnivora,Mephitidae,N,S,Yes,2024
Knott,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammalia,Chiroptera,Vespertilionidae,N,S,Yes,2022
Knott,Myotis leibii,Eastern Small-footed Myotis,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2006
Knott,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2009
Knott,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2023
Knott,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2022
Knott,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2018
Knott,Plestiodon anthracinus,Coal Skink,Reptilia,Squamata,Scincidae,N,E,Yes,2000
Knox,Chrosomus cumberlandensis,Blackside Dace,Actinopterygii,Cypriniformes,Leuciscidae,T,T,Yes,2025
Knox,Etheostoma sagitta,Cumberland Arrow Darter,Actinopterygii,Perciformes,Percidae,N,S,Yes,2025
Knox,Etheostoma susanae,Cumberland Darter,Actinopterygii,Perciformes,Percidae,E,E,Yes,1986
Knox,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2014
Knox,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,1996
Knox,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2014
Knox,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2019
Knox,Vermivora chrysoptera,Golden-winged Warbler,Aves,Passeriformes,Parulidae,N,E,Yes,2006
Knox,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2013
Knox,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,2019
Knox,Anodontoides denigratus,Cumberland Papershell,Bivalvia,Unionoida,Unionidae,N,E,Yes,2019
Knox,Epioblasma brevidens,Cumberlandian Combshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,1910
Knox,Epioblasma triquetra,Snuffbox,Bivalvia,Unionoida,Unionidae,E,E,Yes,1910
Knox,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,1966
Knox,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,2019
Knox,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,1910
Knox,Venustaconcha troostensis,Cumberland Bean,Bivalvia,Unionoida,Unionidae,E,E,Yes,1910
Knox,Cambarus buntingi,Longclaw Crayfish,Malacostraca,Decapoda,Cambaridae,N,T,Yes,2024
Knox,Cambarus parvoculus,Mountain Midget Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,2008
Knox,Myotis leibii,Eastern Small-footed Myotis,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2012
Knox,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2008
Knox,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2012
Knox,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2012
Knox,Plestiodon anthracinus,Coal Skink,Reptilia,Squamata,Scincidae,N,E,Yes,1925
Larue,Noturus stigmosus,Northern Madtom,Actinopterygii,Siluriformes,Ictaluridae,N,S,Yes,2021
Larue,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2012
Larue,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2014
Larue,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2013
Larue,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2021
Larue,Spatula clypeata,Northern Shoveler,Aves,Anseriformes,Anatidae,N,E,No,2008
Larue,Fulica americana,American Coot,Aves,Gruiformes,Rallidae,N,E,No,2008
Larue,Certhia americana,Brown Creeper,Aves,Passeriformes,Certhiidae,N,T,No,2008
Larue,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,2022
Larue,Vermivora chrysoptera,Golden-winged Warbler,Aves,Passeriformes,Parulidae,N,E,Yes,2005
Larue,Centronyx henslowii,Henslow's Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,1998
Larue,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,2008
Larue,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2008
Larue,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,2008
Larue,Egretta caerulea,Little Blue Heron,Aves,Pelecaniformes,Ardeidae,N,E,No,2005
Larue,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2013
Larue,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2022
Larue,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,1998
Larue,Cyprogenia stegaria,Fanshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2025
Larue,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,2007
Larue,Epioblasma rangiana,Northern Riffleshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,2023
Larue,Epioblasma triquetra,Snuffbox,Bivalvia,Unionoida,Unionidae,E,E,Yes,2021
Larue,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,2025
Larue,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,1996
Larue,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,2016
Larue,Leaunio ortmanni,Kentucky Creekshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,2021
Larue,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2025
Larue,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,1986
Larue,Theliderma cylindrica,Rabbitsfoot,Bivalvia,Unionoida,Unionidae,T,E,Yes,2008
Larue,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2013
Larue,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2013
Larue,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2013
Larue,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2013
Larue,Ichthyomyzon castaneus,Chestnut Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,S,Yes,2014
Larue,Ophisaurus attenuatus longicaudus,Eastern Slender Glass Lizard,Reptilia,Squamata,Anguidae,N,T,Yes,1983
Larue,Thamnophis saurita saurita,Eastern Ribbonsnake,Reptilia,Squamata,Colubridae,N,S,Yes,1992
Larue,Aspidoscelis sexlineatus,Six-lined Racerunner,Reptilia,Squamata,Teiidae,N,S,Yes,1997
Laurel,Acipenser fulvescens,Lake Sturgeon,Actinopterygii,Acipenseriformes,Acipenseridae,N,E,Yes,2023
Laurel,Chrosomus cumberlandensis,Blackside Dace,Actinopterygii,Cypriniformes,Leuciscidae,T,T,Yes,2021
Laurel,Phenacobius uranops,Stargazing Minnow,Actinopterygii,Cypriniformes,Leuciscidae,N,S,Yes,1986
Laurel,Allohistium maydeni,Redlips Darter,Actinopterygii,Perciformes,Percidae,N,S,Yes,2023
Laurel,Percina squamata,Olive Darter,Actinopterygii,Perciformes,Percidae,N,E,Yes,2010
Laurel,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2019
Laurel,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2009
Laurel,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2014
Laurel,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2022
Laurel,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2017
Laurel,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2014
Laurel,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2001
Laurel,Falco peregrinus,Peregrine Falcon,Aves,Falconiformes,Falconidae,N,E,Yes,1988
Laurel,Corvus corax,Common Raven,Aves,Passeriformes,Corvidae,N,T,Yes,1984
Laurel,Dolichonyx oryzivorus,Bobolink,Aves,Passeriformes,Icteridae,N,S,Yes,1998
Laurel,Lanius ludovicianus,Loggerhead Shrike,Aves,Passeriformes,Laniidae,N,S,Yes,1978
Laurel,Passerculus sandwichensis,Savannah Sparrow,Aves,Passeriformes,Passerellidae,N,S,Yes,2007
Laurel,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,1999
Laurel,Thryomanes bewickii,Bewick's Wren,Aves,Passeriformes,Troglodytidae,N,H,Yes,1951
Laurel,Empidonax minimus,Least Flycatcher,Aves,Passeriformes,Tyrannidae,N,E,Yes,1952
Laurel,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2006
Laurel,Podilymbus podiceps,Pied-billed Grebe,Aves,Podicipediformes,Podicipedidae,N,E,Yes,2014
Laurel,Tyto furcata,American Barn Owl,Aves,Strigiformes,Tytonidae,N,S,Yes,2007
Laurel,Actinonaias pectorosa,Pheasantshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2024
Laurel,Alasmidonta atropurpurea,Cumberland Elktoe,Bivalvia,Unionoida,Unionidae,E,E,Yes,2003
Laurel,Alasmidonta marginata,Elktoe,Bivalvia,Unionoida,Unionidae,N,T,Yes,1992
Laurel,Alasmidonta viridis,Slippershell Mussel,Bivalvia,Unionoida,Unionidae,N,S,Yes,1983
Laurel,Anodontoides denigratus,Cumberland Papershell,Bivalvia,Unionoida,Unionidae,N,E,Yes,1998
Laurel,Cambarunio taeniatus,Painted Creekshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2024
Laurel,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,2002
Laurel,Epioblasma brevidens,Cumberlandian Combshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,1973
Laurel,Epioblasma capsaeformis,Oyster Mussel,Bivalvia,Unionoida,Unionidae,E,E,Yes,1948
Laurel,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,1948
Laurel,Lampsilis ovata,Pocketbook,Bivalvia,Unionoida,Unionidae,N,E,Yes,1992
Laurel,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,1979
Laurel,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,2024
Laurel,Medionidus conradicus,Cumberland Moccasinshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,1992
Laurel,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,1968
Laurel,Pegias fabula,Littlewing Pearlymussel,Bivalvia,Unionoida,Unionidae,E,E,Yes,1963
Laurel,Pleurobema oviforme,Tennessee Clubshell,Bivalvia,Unionoida,Unionidae,N,E,Yes,1983
Laurel,Ptychobranchus subtentus,Fluted Kidneyshell,Bivalvia,Unionoida,Unionidae,E,E,Yes,1984
Laurel,Toxolasma lividum,Purple Lilliput,Bivalvia,Unionoida,Unionidae,N,E,Yes,1992
Laurel,Venustaconcha troostensis,Cumberland Bean,Bivalvia,Unionoida,Unionidae,E,E,Yes,2024
Laurel,Cambarus hazardi,Brawny Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,Yes,1973
Laurel,Spilogale putorius,Eastern Spotted Skunk,Mammalia,Carnivora,Mephitidae,N,S,Yes,2025
Laurel,Mustela nivalis,Least Weasel,Mammalia,Carnivora,Mustelidae,N,S,Yes,1993
Laurel,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammalia,Chiroptera,Vespertilionidae,N,S,Yes,2025
Laurel,Myotis grisescens,Gray Myotis,Mammalia,Chiroptera,Vespertilionidae,E,T,Yes,2018
Laurel,Myotis leibii,Eastern Small-footed Myotis,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2021
Laurel,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2021
Laurel,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2013
Laurel,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2025
Laurel,Ichthyomyzon greeleyi,Mountain Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,2012
Laurel,Cemophora coccinea,Scarletsnake,Reptilia,Squamata,Colubridae,N,S,Yes,1958
Laurel,Plestiodon anthracinus,Coal Skink,Reptilia,Squamata,Scincidae,N,E,Yes,2000
Laurel,Plestiodon inexpectatus,Southeastern Five-lined Skink,Reptilia,Squamata,Scincidae,N,S,Yes,2017
Lawrence,Percopsis omiscomaycus,Trout-Perch,Actinopterygii,Percopsiformes,Percopsidae,N,S,Yes,1986
Lawrence,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2004
Lawrence,Circus hudsonius,Northern Harrier,Aves,Accipitriformes,Accipitridae,N,T,Yes,2000
Lawrence,Haliaeetus leucocephalus,Bald Eagle,Aves,Accipitriformes,Accipitridae,N,S,Yes,2025
Lawrence,Pandion haliaetus,Osprey,Aves,Accipitriformes,Pandionidae,N,S,Yes,2001
Lawrence,Lophodytes cucullatus,Hooded Merganser,Aves,Anseriformes,Anatidae,N,T,Yes,2010
Lawrence,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes,Scolopacidae,N,E,Yes,2001
Lawrence,Pheucticus ludovicianus,Rose-breasted Grosbeak,Aves,Passeriformes,Cardinalidae,N,S,No,2001
Lawrence,Certhia americana,Brown Creeper,Aves,Passeriformes,Certhiidae,N,T,No,2001
Lawrence,Corvus corax,Common Raven,Aves,Passeriformes,Corvidae,N,T,Yes,2020
Lawrence,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,2011
Lawrence,Pooecetes gramineus,Vesper Sparrow,Aves,Passeriformes,Passerellidae,N,E,No,2001
Lawrence,Sitta canadensis,Red-breasted Nuthatch,Aves,Passeriformes,Sittidae,N,E,No,2011
Lawrence,Ardea alba,Great Egret,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2000
Lawrence,Botaurus lentiginosus,American Bittern,Aves,Pelecaniformes,Ardeidae,N,H,Yes,2003
Lawrence,Egretta caerulea,Little Blue Heron,Aves,Pelecaniformes,Ardeidae,N,E,No,2001
Lawrence,Ixobrychus exilis,Least Bittern,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2003
Lawrence,Nycticorax nycticorax,Black-crowned Night-heron,Aves,Pelecaniformes,Ardeidae,N,T,Yes,2001
Lawrence,Elliptio crassidens,Elephantear,Bivalvia,Unionoida,Unionidae,N,S,Yes,1983
Lawrence,Fusconaia subrotunda,Longsolid,Bivalvia,Unionoida,Unionidae,T,T,Yes,1983
Lawrence,Leaunio lienosus,Little Spectaclecase,Bivalvia,Unionoida,Unionidae,N,T,Yes,1983
Lawrence,Ligumia recta,Black Sandshell,Bivalvia,Unionoida,Unionidae,N,S,Yes,1983
Lawrence,Obovaria subrotunda,Round Hickorynut,Bivalvia,Unionoida,Unionidae,T,T,Yes,1983
Lawrence,Theliderma cylindrica,Rabbitsfoot,Bivalvia,Unionoida,Unionidae,T,E,Yes,1991
Lawrence,Cambarus theepiensis,Coalfields Crayfish,Malacostraca,Decapoda,Cambaridae,N,S,No,2013
Lawrence,Myotis lucifugus,Little Brown Bat,Mammalia,Chiroptera,Vespertilionidae,N,T,Yes,2008
Lawrence,Myotis septentrionalis,Northern Long-Eared Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2012
Lawrence,Myotis sodalis,Indiana Bat,Mammalia,Chiroptera,Vespertilionidae,E,E,Yes,2007
Lawrence,Perimyotis subflavus,Tricolored Bat,Mammalia,Chiroptera,Vespertilionidae,PE,T,Yes,2014
Lawrence,Ichthyomyzon fossor,Northern Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,1986
Lawrence,Lethenteron appendix,American Brook Lamprey,Petromyzontida,Petromyzontiformes,Petromyzontidae,N,T,Yes,2002
Lee,Etheostoma spilotum,Kentucky Arrow Darter,Actinopterygii,Perciformes,Percidae,T,T,Yes,2021
Lee,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Amphibia,Caudata,Cryptobranchidae,PE,S,Yes,2020
Lee,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes,Accipitridae,N,S,Yes,2007
Lee,Certhia americana,Brown Creeper,Aves,Passeriformes,Certhiidae,N,T,No,2009
Lee,Junco hyemalis,Dark-eyed Junco,Aves,Passeriformes,Passerellidae,N,S,No,2009
Lee,Epioblasma triquetra,Snuffbox,Bivalvia,Unionoida,Unionidae,E,E,Yes,1971
